Barangay_key,RMSE,MAE,sMAPE,RMSE_rank,MAE_rank,sMAPE_rank,CompositeScore
gatungan,0.6379274485316359,0.23484659339877295,1.9805610943410776,97.0,127.0,33.0,85.66666666666667
gov paciano bangoy,0.5924234552852876,0.4864752202933909,1.7257575850680835,103.0,80.0,121.0,101.33333333333333
gov vicente duterte,0.46365957128761426,0.4049537725316222,1.8325696787948504,125.0,88.0,106.0,106.33333333333333
gumalang,1.996408594238761,1.0606037155353771,1.7874210750707757,20.0,37.0,116.0,57.666666666666664
gumitan,0.4226152841871857,0.10205568765268087,1.9964624320457103,132.0,169.0,7.0,102.66666666666667
ilang,1.6394489514296695,1.1761206051750706,1.2644217091374625,28.0,30.0,156.0,71.33333333333333
inayangan,0.6470756601074444,0.30781511098112524,1.947948902609516,96.0,105.0,66.0,89.0
indangan,1.5808270767246018,1.247731994502967,1.1142546504190463,34.0,23.0,163.0,73.33333333333333
kap tomas monteverde sr,0.5236977597039713,0.43159901504816356,1.7984021555497551,113.0,84.0,115.0,104.0
kilate,0.35638785413460544,0.14936659578806363,1.9817899690278442,148.0,153.0,32.0,111.0
lacson,0.9389366054556427,0.5573953782061811,1.823570419954499,57.0,69.0,109.0,78.33333333333333
lamanan,0.8349794664513394,0.40833903476052547,1.921714548559647,69.0,86.0,85.0,80.0
lampianao,0.40292586721575946,0.12192206561474504,1.993736081041299,135.0,161.0,15.0,103.66666666666667
langub,0.5563223029121805,0.30424690928855036,1.9357101158587224,107.0,107.0,76.0,96.66666666666667
lapu lapu,0.6940359480824452,0.5623239482899456,1.7083359059796603,90.0,67.0,124.0,93.66666666666667
leon garcia sr,0.7793598651535582,0.6367407660267722,1.6197503053458984,75.0,55.0,133.0,87.66666666666667
lizada,1.975772964461957,1.2933111377898512,1.2365992145225708,22.0,22.0,160.0,68.0
los amigos,1.5680843649983374,1.0378485392130659,1.5346258652936808,35.0,38.0,141.0,71.33333333333333
lubogan,1.626810253032533,1.2177907474715388,1.285413744112611,30.0,26.0,154.0,70.0
lumiad,0.6623327182106539,0.2826635140614757,1.9719336411477832,93.0,113.0,46.0,84.0
ma a,2.9338333509000747,2.0482841579875557,0.7413420952428698,6.0,6.0,176.0,62.666666666666664
mabuhay,0.3488778242761473,0.1377230259936863,1.985635882576627,152.0,155.0,29.0,112.0
magsaysay,0.40695084794751074,0.12969140043024485,1.9875247101055364,134.0,158.0,27.0,106.33333333333333
magtuod,0.5403788432008335,0.27451772488771103,1.941050435769162,110.0,117.0,72.0,99.66666666666667
mahayag,0.5518155168946521,0.3309088469398107,1.9165377670072552,108.0,98.0,87.0,97.66666666666667
malabog,1.0462109938808895,0.6258851531860454,1.8577307206087825,49.0,57.0,101.0,69.0
malagos,1.8335605752482054,1.216508082576644,1.5813964212007807,25.0,27.0,137.0,63.0
