run_id,view_mode,queue_type,weeks_to_sum,baseline_weeks,epsilon,ranking_formula_version,model_name,rank,barangay,actual_cases_past_W,past_8w_avg,baseline_expected_W,forecast_cases_next_W,surge_ratio,surge_eligible,baseline_eligible,priority_eligible,baseline_weeks_used,nonzero_weeks_8w,rank_reason
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,11,dumoy,0.0,0.3076923076923077,1.2307692307692308,5.722792220637459,2.5653896161478262,True,True,True,26,1,Surge 2.57x vs baseline; forecast W: 5.72
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,12,indangan,0.0,0.5769230769230769,2.3076923076923075,8.332768589045337,2.519209108316032,True,True,True,26,1,Surge 2.52x vs baseline; forecast W: 8.33
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,13,barangay 19 b,6.0,1.375,5.5,16.210587168918657,2.4939364875259473,True,True,True,8,6,Surge 2.49x vs baseline; forecast W: 16.21
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,14,communal,1.0,0.2692307692307692,1.0769230769230769,4.908671151592798,2.36343425817431,True,True,True,26,1,Surge 2.36x vs baseline; forecast W: 4.91
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,15,tacunan,1.0,0.5,2.0,6.656636976306332,2.218878992102111,True,True,True,26,3,Surge 2.22x vs baseline; forecast W: 6.66
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,16,tibungco,6.0,0.875,3.5,9.242668607389366,2.053926357197637,True,True,True,8,4,Surge 2.05x vs baseline; forecast W: 9.24
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,17,bucana,14.0,2.875,11.5,24.68702418191305,1.974961934553044,True,True,True,8,7,Surge 1.97x vs baseline; forecast W: 24.69
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,18,catalunan grande,9.0,1.75,7.0,15.08518451465104,1.88564806433138,True,True,True,8,7,Surge 1.89x vs baseline; forecast W: 15.09
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,19,baliok,1.0,0.6538461538461539,2.6153846153846154,6.728471188280861,1.8610664988861956,True,True,True,26,2,Surge 1.86x vs baseline; forecast W: 6.73
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,20,lizada,0.0,0.5,2.0,5.507289584713871,1.8357631949046238,True,True,True,26,2,Surge 1.84x vs baseline; forecast W: 5.51
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,21,matina crossing,8.0,2.5,10.0,19.85018724229478,1.8045624765722528,True,True,True,8,7,Surge 1.80x vs baseline; forecast W: 19.85
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,22,leon garcia sr,2.0,0.2692307692307692,1.0769230769230769,3.6874895480258094,1.7754579305309455,True,True,True,26,2,Surge 1.78x vs baseline; forecast W: 3.69
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,23,daliao,7.0,1.0,4.0,8.69193964891798,1.738387929783596,True,True,True,8,4,Surge 1.74x vs baseline; forecast W: 8.69
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,24,mandug,1.0,0.34615384615384615,1.3846153846153846,4.142439557197824,1.7371520723732812,True,True,True,26,2,Surge 1.74x vs baseline; forecast W: 4.14
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,25,catalunan pequeno,2.0,1.0,4.0,8.165155427771435,1.6330310855542869,True,True,True,8,5,Surge 1.63x vs baseline; forecast W: 8.17
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,26,binugao,2.0,0.3076923076923077,1.2307692307692308,3.5917105987264377,1.6100771649463341,True,True,True,26,2,Surge 1.61x vs baseline; forecast W: 3.59
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,27,barangay 8 a,1.0,0.3076923076923077,1.2307692307692308,3.567765861401595,1.5993433171800253,True,True,True,26,2,Surge 1.60x vs baseline; forecast W: 3.57
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,28,calinan,4.0,1.0,4.0,7.590481731975205,1.518096346395041,True,True,True,8,6,Surge 1.52x vs baseline; forecast W: 7.59
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,29,matina pangi,2.0,0.5,2.0,4.4537211424207825,1.4845737141402608,True,True,True,26,3,Surge 1.48x vs baseline; forecast W: 4.45
