model_name,n_barangays,n_rows,coverage_rows,RMSE,MAE,sMAPE,chosen_disagg_barangays,chosen_local_prophet_barangays,chosen_local_arima_barangays,run_id
preferred_selected,182,24024,24024,1.2306334497860216,0.607313974910288,1.7130201129374094,182,0,0,621b4307-28a6-486e-9716-02435373d348
