model_name,n_barangays,n_rows,coverage_rows,RMSE,MAE,sMAPE,run_id
disagg,182,24024,24024,1.2306334497860216,0.607313974910288,1.7130201129374094,621b4307-28a6-486e-9716-02435373d348
