model_name,RMSE,MAE,sMAPE,run_id
prophet,72.76571602664683,55.7693985562197,0.5160514520860469,621b4307-28a6-486e-9716-02435373d348
arima,84.72170753469709,61.63210345704365,0.5594833815721585,621b4307-28a6-486e-9716-02435373d348
