Barangay_key,RMSE,MAE,sMAPE,RMSE_rank,MAE_rank,sMAPE_rank,CompositeScore
inayangan,0.6338757724427694,0.3511798678753434,1.9135499131702585,95.0,111.0,65.0,90.33333333333333
indangan,1.6437551193865128,1.3905265017453756,1.019801845271839,30.0,23.0,160.0,71.0
kap tomas monteverde sr,0.5047787068115862,0.3776219259462291,1.8362230982892922,117.0,106.0,94.0,105.66666666666667
kilate,0.34293793002480577,0.19452667297067316,1.9538968817095317,153.0,154.0,43.0,116.66666666666667
lacson,0.9090315724122816,0.6908699308100248,1.6721032275491827,64.0,61.0,117.0,80.66666666666667
lamanan,0.7985447733763086,0.5097262237838356,1.8119316637226723,72.0,84.0,100.0,85.33333333333333
lampianao,0.3996348633460311,0.14981469026315586,1.9879786867199234,138.0,165.0,11.0,104.66666666666667
langub,0.5482224917096452,0.32290264950171044,1.9163568890233327,110.0,120.0,63.0,97.66666666666667
lapu lapu,1.1748587105272372,1.0347867047913433,1.5460341152193504,47.0,42.0,126.0,71.66666666666667
leon garcia sr,0.7731227028911207,0.6319304053625913,1.6297357281288614,78.0,68.0,122.0,89.33333333333333
lizada,1.9671697171744544,1.4928162664649307,1.088451953051026,18.0,20.0,156.0,64.66666666666667
los amigos,1.4819615659822836,1.2184704400400777,1.1213453345801443,40.0,30.0,152.0,74.0
lubogan,1.6978855295670132,1.275440567652918,1.38283108848999,27.0,27.0,138.0,64.0
lumiad,0.6350236768827928,0.3311449479051549,1.926411411983226,94.0,119.0,57.0,90.0
ma a,2.9111552075519347,2.0944811977678808,0.7246925608941555,7.0,10.0,176.0,64.33333333333333
mabuhay,0.3351081301305518,0.18830913265617416,1.9557438163903247,156.0,155.0,42.0,117.66666666666667
magsaysay,0.4086251139420264,0.19963110014179528,1.9733133791835014,137.0,151.0,25.0,104.33333333333333
magtuod,0.5358208268444158,0.33434494920409025,1.9124179365563787,112.0,117.0,66.0,98.33333333333333
mahayag,0.6836159100006125,0.6366003959736275,1.7310719080708092,90.0,66.0,106.0,87.33333333333333
malabog,0.9739538297392785,0.6421972830279956,1.725041172277242,57.0,65.0,107.0,76.33333333333333
malagos,1.5996149574139367,1.0660521827622735,1.119393197412259,32.0,38.0,153.0,74.33333333333333
malamba,0.3368854925843821,0.23950251197699363,1.9456297570314758,155.0,143.0,49.0,115.66666666666667
manambulan,0.43909876820190546,0.38713145250601777,1.8827171398487692,132.0,102.0,84.0,106.0
mandug,1.5277796952518765,1.0955001744625226,1.1354501955372271,35.0,37.0,150.0,74.0
manuel guianga,0.7348476622960437,0.6174266273290113,1.6790757512243546,82.0,71.0,115.0,89.33333333333333
mapula,0.2744413316634656,0.16487518301883353,1.9664449374247561,165.0,161.0,31.0,119.0
