Barangay_key,train_weeks,nonzero_weeks,total_cases,eligible_local,eligibility_reason,run_id
dalagdag,446,11,11.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
daliao,446,262,584.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
daliaon plantation,446,45,51.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
datu salumay,446,22,28.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
dominga,446,19,22.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
dumoy,446,211,397.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
eden,446,57,77.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
fatima,446,19,22.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
gatungan,446,29,41.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
gov paciano bangoy,446,122,152.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
gov vicente duterte,446,106,131.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
gumalang,446,112,194.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
gumitan,446,14,18.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
ilang,446,209,403.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
inayangan,446,52,62.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
indangan,446,267,547.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
kap tomas monteverde sr,446,106,143.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
kilate,446,25,27.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
lacson,446,93,132.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
lamanan,446,61,79.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
lampianao,446,17,22.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
langub,446,56,63.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
lapu lapu,446,137,189.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
leon garcia sr,446,151,217.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
lizada,446,220,426.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
los amigos,446,165,267.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
lubogan,446,207,388.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
lumiad,446,33,48.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
ma a,446,376,1197.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
mabuhay,446,23,24.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
magsaysay,446,23,27.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
magtuod,446,53,62.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
mahayag,446,61,75.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
malabog,446,82,119.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
malagos,446,155,271.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
malamba,446,36,41.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
manambulan,446,39,43.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
mandug,446,199,343.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
manuel guianga,446,77,92.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
mapula,446,14,14.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
marapangi,446,111,147.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
marilog,446,197,383.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
matina aplaya,446,299,713.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
