week_start,yhat,yhat_lower,yhat_upper,model_name,horizon_type,run_id
2025-07-14,156.9023180296874,110.91521124798449,203.47570148632428,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-07-21,170.6760977399511,125.77960785713702,218.12263860470097,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-07-28,179.4241900920349,133.63088436759898,227.22744921171542,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-08-04,178.05233065253572,128.55714158395156,225.99536295810387,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-08-11,167.09799998227854,119.93522413148303,216.40016046900078,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-08-18,151.8922938870022,101.05336530876866,198.62374388961027,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-08-25,138.3653594597668,93.03668048689632,189.35397419080542,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-09-01,129.46744325876577,81.42442864979307,180.01419092074815,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-09-08,124.62220751832675,76.70396916398012,173.39596344044554,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-09-15,121.4337904603033,73.54382647886726,169.49445831569807,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-09-22,117.50544715513274,69.9641432035369,165.82979273695244,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
2025-09-29,111.35419704124851,64.2681277998959,161.5039641766631,prophet,future,7d03eb00-df88-47ea-91f8-9141e064df2d
