ds,actual,arima,prophet,err_arima,err_prophet
2023-08-07,220.0,64.64697750355603,198.74770318835021,155.35302249644397,21.252296811649785
2023-08-14,124.0,64.95540890833853,187.8842028982177,59.044591091661474,-63.884202898217694
2023-08-21,160.0,65.24595956484991,173.3884264309315,94.75404043515009,-13.388426430931503
2023-08-28,33.0,65.51966607686587,153.18544495495678,-32.519666076865875,-120.18544495495678
2023-09-04,149.0,65.77750495294842,132.5421672766941,83.22249504705158,16.4578327233059
2023-09-11,163.0,66.02039609035634,120.15627184449325,96.97960390964366,42.84372815550675
2023-09-18,154.0,66.24920605698227,118.95781282756639,87.75079394301773,35.042187172433614
2023-09-25,120.0,66.46475118302543,122.33747675388953,53.53524881697457,-2.3374767538895327
2023-10-02,236.0,66.66780047343032,120.55718036831338,169.3321995265697,115.44281963168662
2023-10-09,109.0,66.85907835148207,110.53493625415311,42.14092164851793,-1.5349362541531093
2023-10-16,116.0,67.0392672433468,98.58106789403857,48.9607327566532,17.41893210596143
2023-10-23,96.0,67.20901001277807,93.74418075071885,28.790989987221934,2.2558192492811457
2023-10-30,134.0,67.36891225467556,99.2910407593093,66.63108774532444,34.7089592406907
2023-11-06,169.0,67.51954445567898,110.52024899600087,101.48045554432102,58.47975100399913
2023-11-13,96.0,67.66144402950533,119.34857940445505,28.338555970494667,-23.34857940445505
2023-11-20,99.0,67.79511723429135,119.94729853881387,31.204882765708646,-20.947298538813868
2023-11-27,134.0,67.92104097878148,111.24429819261572,66.07895902121852,22.755701807384284
2023-12-04,218.0,68.0396645238053,96.97413619979616,149.9603354761947,121.02586380020384
2023-12-11,110.0,68.15141108511506,84.91543209515919,41.84858891488494,25.08456790484081
2023-12-18,102.0,68.25667934330146,84.2002049699606,33.74332065669854,17.799795030039405
2023-12-25,92.0,68.35584486617498,99.51273836070355,23.644155133825024,-7.512738360703551
2024-01-01,149.0,68.44926144868711,125.72489635076919,80.55073855131289,23.275103649230815
2024-01-08,136.0,68.53726237517218,149.46533869812023,67.46273762482782,-13.465338698120235
2024-01-15,111.0,68.62016160841296,158.85498630832248,42.37983839158704,-47.85498630832248
2024-01-22,118.0,68.69825490977242,153.27644629784083,49.301745090227584,-35.276446297840835
2024-01-29,128.0,68.77182089438782,143.04708581701829,59.228179105612185,-15.047085817018285
2024-02-05,139.0,68.84112202519186,138.59912085652272,70.15887797480814,0.40087914347728315
2024-02-12,136.0,68.90640554930738,140.24635174466547,67.09359445069262,-4.246351744665475
2024-02-19,86.0,68.96790438015606,139.28866933407178,17.032095619843943,-53.288669334071784
2024-02-26,137.0,69.0258379284287,128.66241827905486,67.9741620715713,8.337581720945138
2024-03-04,115.0,69.08041288488141,110.85242085898459,45.91958711511859,4.147579141015413
2024-03-11,88.0,69.13182395775058,94.57366691952042,18.868176042249416,-6.57366691952042
2024-03-18,108.0,69.18025456741768,85.09654819038126,38.81974543258232,22.903451809618744
2024-03-25,69.0,69.22587750080199,79.95255770502128,-0.22587750080198532,-10.952557705021277
2024-04-01,79.0,69.26885552781624,74.27423050773999,9.731144472183757,4.725769492260014
2024-04-08,80.0,69.30934198208429,68.00673427783762,10.690658017915709,11.993265722162377
2024-04-15,81.0,69.34748130799274,65.6543803095752,11.652518692007263,15.345619690424797
2024-04-22,65.0,69.38340957602827,69.51081449235171,-4.383409576028271,-4.510814492351713
2024-04-29,93.0,69.41725496823923,75.9064181472347,23.582745031760766,17.093581852765297
2024-05-06,70.0,69.44913823555345,79.86386850819922,0.5508617644465517,-9.863868508199218
2024-05-13,68.0,69.4791731285839,82.25116464008228,-1.479173128583895,-14.25116464008228
2024-05-20,73.0,69.5074668034592,89.90351053060296,3.492533196540805,-16.903510530602958
2024-05-27,91.0,69.5341202041268,108.10894662652798,21.465879795873207,-17.10894662652798
2024-06-03,84.0,69.55922842249285,134.80201192681199,14.44077157750715,-50.802011926811986
2024-06-10,103.0,69.58288103768369,163.73464670564752,33.41711896231631,-60.73464670564752
2024-06-17,153.0,69.60516243563912,192.25171200528106,83.39483756436088,-39.251712005281064
2024-06-24,188.0,69.62615211017796,223.17387446920793,118.37384788982204,-35.17387446920793
2024-07-01,194.0,69.64592494660984,257.9538906638037,124.35407505339016,-63.95389066380369
2024-07-08,195.0,69.66455148890512,290.1252981728757,125.33544851109488,-95.12529817287572
2024-07-15,242.0,69.68209819137613,308.5835132681726,172.31790180862387,-66.58351326817262
2024-07-22,266.0,69.69862765576758,308.05790130682016,196.30137234423242,-42.057901306820156
2024-07-29,249.0,69.71419885460223,294.42275199251867,179.28580114539778,-45.42275199251867
2024-08-05,297.0,69.72886734157835,278.010743816026,227.27113265842166,18.98925618397402
2024-08-12,331.0,69.74268544976985,262.6179581392795,261.25731455023015,68.3820418607205
2024-08-19,298.0,69.75570247833612,243.4264000212984,228.2442975216639,54.573599978701594
2024-08-26,292.0,69.76796486840766,216.29316108957104,222.23203513159234,75.70683891042896
2024-09-02,268.0,69.77951636877512,186.70225636222767,198.22048363122488,81.29774363777233
2024-09-09,261.0,69.79039819197281,166.65766937011307,191.20960180802717,94.34233062988693
2024-09-16,218.0,69.8006491613135,162.29292971083606,148.19935083868648,55.70707028916394
2024-09-23,183.0,69.81030584939919,166.53168041663747,113.18969415060081,16.46831958336253
2024-09-30,218.0,69.81940270860197,165.75139390250658,148.18059729139804,52.24860609749342
2024-10-07,169.0,69.82797219398049,153.4814275993546,99.17202780601951,15.51857240064541
2024-10-14,124.0,69.83604487907054,136.4555428330905,54.16395512092946,-12.455542833090504
2024-10-21,116.0,69.84364956496296,127.26820143032494,46.15635043503704,-11.268201430324936
2024-10-28,116.0,69.85081338305781,132.24267015923252,46.14918661694219,-16.242670159232517
2024-11-04,130.0,69.85756189186176,146.60093894568823,60.142438108138236,-16.600938945688227
2024-11-11,128.0,69.86391916817364,159.57328773392672,58.13608083182636,-31.57328773392672
2024-11-18,147.0,69.86990789298375,162.38563964553455,77.13009210701625,-15.385639645534553
2024-11-25,105.0,69.87554943239336,152.4500480142282,35.124450567606644,-47.4500480142282
2024-12-02,116.0,69.88086391384299,133.73869995748672,46.11913608615701,-17.738699957486716
2024-12-09,120.0,69.88587029792147,115.89991844124472,50.11412970207853,4.100081558755278
2024-12-16,80.0,69.89058644601208,111.28959636632425,10.10941355398792,-31.289596366324247
2024-12-23,61.0,69.89502918401698,127.81923397050188,-8.895029184016977,-66.81923397050188
2024-12-30,105.0,69.89921436238733,161.09041367811534,35.100785637612674,-56.09041367811534
2025-01-06,115.0,69.90315691267328,194.46398546117518,45.09684308732672,-79.46398546117518
2025-01-13,106.0,69.90687090079561,210.63499993599754,36.09312909920439,-104.63499993599754
2025-01-20,84.0,69.91036957722896,205.72926021551513,14.089630422771037,-121.72926021551513
2025-01-27,83.0,69.91366542427588,191.7128666822579,13.086334575724123,-108.7128666822579
2025-02-03,88.0,69.9167702006002,183.66735493126174,18.083229799399803,-95.66735493126174
2025-02-10,104.0,69.91969498317863,184.77753191077034,34.08030501682137,-80.77753191077034
2025-02-17,91.0,69.92245020682039,184.80466688874276,21.077549793179614,-93.80466688874276
2025-02-24,93.0,69.92504570139563,172.96277853262714,23.074954298604368,-79.96277853262714
2025-03-03,80.0,69.92749072690573,150.20372809979582,10.07250927309427,-70.20372809979582
2025-03-10,77.0,69.92979400652037,127.45519079865032,7.070205993479632,-50.45519079865032
2025-03-17,87.0,69.93196375769935,113.22549328557369,17.06803624230065,-26.22549328557369
2025-03-24,82.0,69.93400772151024,105.84355952952146,12.065992278489759,-23.843559529521457
2025-03-31,88.0,69.93593319024635,98.64914586372471,18.064066809753655,-10.649145863724712
2025-04-07,52.0,69.93774703344354,90.10813541661253,-17.937747033443543,-38.10813541661253
2025-04-14,61.0,69.9394557223889,85.57914708161071,-8.9394557223889,-24.579147081610714
2025-04-21,69.0,69.94106535320843,89.18995645987441,-0.9410653532084297,-20.18995645987441
2025-04-28,65.0,69.94258166861634,97.36882419926013,-4.9425816686163415,-32.36882419926013
2025-05-05,55.0,69.94401007840347,103.16044091953219,-14.944010078403466,-48.16044091953219
2025-05-12,47.0,69.94535567873787,105.96453269415079,-22.94535567873787,-58.96453269415079
2025-05-19,64.0,69.94662327034656,113.81275298895623,-5.946623270346564,-49.812752988956234
2025-05-26,44.0,69.94781737564318,134.69239395042428,-25.947817375643183,-90.69239395042428
2025-06-02,63.0,69.94894225486267,167.63423807780288,-6.948942254862672,-104.63423807780288
2025-06-09,69.0,69.95000192126062,204.74632554749354,-0.9500019212606219,-135.74632554749354
2025-06-16,77.0,69.95100015543143,241.22051796515305,7.04899984456857,-164.22051796515305
2025-06-23,93.0,69.95194051879646,279.8407006013863,23.048059481203538,-186.8407006013863
2025-06-30,73.0,69.95282636631015,323.6265411042402,3.0471736336898516,-250.62654110424018
2025-07-07,4.0,69.95366085842956,366.1924824197647,-65.95366085842956,-362.1924824197647
