Barangay_standardized,ds,local_forecast
catalunan pequeño,2027-03-29,1.0496101963219178
catalunan pequeño,2027-04-05,0.910776020636595
catalunan pequeño,2027-04-12,0.9237226620389196
catalunan pequeño,2027-04-19,1.0007368826259795
catalunan pequeño,2027-04-26,1.0155966510797936
catalunan pequeño,2027-05-03,0.9241989507097788
catalunan pequeño,2027-05-10,0.8283430423385052
catalunan pequeño,2027-05-17,0.8929297417629554
catalunan pequeño,2027-05-24,1.1708240627258981
catalunan pequeño,2027-05-31,1.5173299028598894
catalunan pequeño,2027-06-07,1.713519717332536
catalunan pequeño,2027-06-14,1.6930570467343244
catalunan pequeño,2027-06-21,1.627645248757424
catalunan pequeño,2027-06-28,1.7590880871852423
catalunan pequeño,2027-07-05,2.1465951386658824
catalunan pequeño,2027-07-12,2.6035471330751845
catalunan pequeño,2027-07-19,2.8892298865350936
catalunan pequeño,2027-07-26,2.932073319122591
catalunan pequeño,2027-08-02,2.835487527437915
catalunan pequeño,2027-08-09,2.6894889789095564
catalunan pequeño,2027-08-16,2.448963328801648
catalunan pequeño,2027-08-23,2.0447210580004405
catalunan pequeño,2027-08-30,1.5789174992377646
catalunan pequeño,2027-09-06,1.3202866913707194
catalunan pequeño,2027-09-13,1.448258184036579
catalunan pequeño,2027-09-20,1.8263347240468724
catalunan pequeño,2027-09-27,2.0955050458898694
catalunan pequeño,2027-10-04,2.0229972427921843
catalunan pequeño,2027-10-11,1.7300249646323926
catalunan pequeño,2027-10-18,1.537915537600251
catalunan pequeño,2027-10-25,1.600685356378927
catalunan pequeño,2027-11-01,1.738677280285246
catalunan pequeño,2027-11-08,1.6588398458871514
catalunan pequeño,2027-11-15,1.304152862758251
catalunan pequeño,2027-11-22,0.9307094554336793
catalunan pequeño,2027-11-29,0.828682575739951
catalunan pequeño,2027-12-06,1.0091880451511284
catalunan pequeño,2027-12-13,1.2073348175382526
catalunan pequeño,2027-12-20,1.184736965970996
catalunan pequeño,2027-12-27,0.9848423208618812
catalunan pequeño,2028-01-03,0.8683789687928841
catalunan pequeño,2028-01-10,1.0234407387625128
catalunan pequeño,2028-01-17,1.3767529575646411
daliao,2023-01-02,1.030253969426748
daliao,2023-01-09,1.0407980058641375
daliao,2023-01-16,1.057243110067846
daliao,2023-01-23,1.0674251965713413
daliao,2023-01-30,1.0779153767712626
daliao,2023-02-06,1.085869287776276
daliao,2023-02-13,1.093069312296963
daliao,2023-02-20,1.0989360246832418
daliao,2023-02-27,1.1040198359682662
daliao,2023-03-06,1.108267996082827
daliao,2023-03-13,1.1118944514411613
daliao,2023-03-20,1.114951500084525
daliao,2023-03-27,1.1175476764441636
daliao,2023-04-03,1.119742881879636
daliao,2023-04-10,1.1216038058848892
daliao,2023-04-17,1.1231789755199748
daliao,2023-04-24,1.124513453218816
daliao,2023-05-01,1.125643427495489
daliao,2023-05-08,1.1266005317153371
daliao,2023-05-15,1.127411065977224
daliao,2023-05-22,1.128097548896759
daliao,2023-05-29,1.1286789299831725
daliao,2023-06-05,1.1291713186703713
daliao,2023-06-12,1.12958832804213
daliao,2023-06-19,1.1299415023532893
daliao,2023-06-26,1.1302406111161591
daliao,2023-07-03,1.130493932053196
daliao,2023-07-10,1.130708473846019
daliao,2023-07-17,1.1308901732028025
daliao,2023-07-24,1.1310440575629692
daliao,2023-07-31,1.1311743849855627
daliao,2023-08-07,1.131284761581098
daliao,2023-08-14,1.131378241486064
daliao,2023-08-21,1.1314574112742426
daliao,2023-08-28,1.131524461575171
daliao,2023-09-04,1.131581247664787
daliao,2023-09-11,1.1316293408127702
daliao,2023-09-18,1.131670071753545
daliao,2023-09-25,1.1317045675106039
daliao,2023-10-02,1.1317337825797162
daliao,2023-10-09,1.1317585253405151
daliao,2023-10-16,1.1317794804239567
daliao,2023-10-23,1.1317972276562085
daliao,2023-10-30,1.1318122581023196
daliao,2023-11-06,1.1318249876540138
daliao,2023-11-13,1.1318357685373688
daliao,2023-11-20,1.1318448990589085
daliao,2023-11-27,1.1318526318597217
daliao,2023-12-04,1.1318591809060345
daliao,2023-12-11,1.1318647274096418
daliao,2023-12-18,1.1318694248420307
daliao,2023-12-25,1.1318734031809286
daliao,2024-01-01,1.1318767725067806
daliao,2024-01-08,1.1318796260486705
daliao,2024-01-15,1.1318820427639649
daliao,2024-01-22,1.1318840895230586
daliao,2024-01-29,1.1318858229596775
daliao,2024-02-05,1.131887291037929
daliao,2024-02-12,1.1318885343794673
daliao,2024-02-19,1.131889587387493
daliao,2024-02-26,1.1318904791986872
daliao,2024-03-04,1.1318912344894225
daliao,2024-03-11,1.1318918741585573
daliao,2024-03-18,1.1318924159057056
daliao,2024-03-25,1.1318928747209847
daliao,2024-04-01,1.1318932632997913
daliao,2024-04-08,1.1318935923940823
daliao,2024-04-15,1.1318938711098807
daliao,2024-04-22,1.1318941071592392
daliao,2024-04-29,1.1318943070736323
daliao,2024-05-06,1.1318944763846814
daliao,2024-05-13,1.1318946197772153
daliao,2024-05-20,1.1318947412188982
daliao,2024-05-27,1.1318948440700158
daliao,2024-06-03,1.1318949311764535
daliao,2024-06-10,1.1318950049484422
daliao,2024-06-17,1.1318950674272494
daliao,2024-06-24,1.1318951203416605
daliao,2024-07-01,1.1318951651558151
daliao,2024-07-08,1.1318952031097183
daliao,2024-07-15,1.1318952352535527
daliao,2024-07-22,1.1318952624767369
daliao,2024-07-29,1.1318952855325348
daliao,2024-08-05,1.1318953050588996
daliao,2024-08-12,1.1318953215961245
daliao,2024-08-19,1.131895335601794
daliao,2024-08-26,1.1318953474634441
daliao,2024-09-02,1.1318953575092863
daliao,2024-09-09,1.1318953660172884
daliao,2024-09-16,1.1318953732228665
daliao,2024-09-23,1.1318953793253983
daliao,2024-09-30,1.131895384493741
daliao,2024-10-07,1.1318953888709022
daliao,2024-10-14,1.1318953925779978
daliao,2024-10-21,1.1318953957176028
daliao,2024-10-28,1.13189539837659
daliao,2024-11-04,1.1318954006285336
daliao,2024-11-11,1.1318954025357446
daliao,2024-11-18,1.1318954041509954
daliao,2024-11-25,1.1318954055189798
daliao,2024-12-02,1.1318954066775504
daliao,2024-12-09,1.1318954076587642
daliao,2024-12-16,1.1318954084897719
daliao,2024-12-23,1.1318954091935667
daliao,2024-12-30,1.1318954097896232
daliao,2025-01-06,1.131895410294434
daliao,2025-01-13,1.1318954107219672
daliao,2025-01-20,1.1318954110840527
daliao,2025-01-27,1.1318954113907094
daliao,2025-02-03,1.1318954116504223
daliao,2025-02-10,1.131895411870378
daliao,2025-02-17,1.131895412056662
daliao,2025-02-24,1.1318954122144296
daliao,2025-03-03,1.1318954123480456
daliao,2025-03-10,1.1318954124612073
daliao,2025-03-17,1.131895412557046
daliao,2025-03-24,1.1318954126382135
daliao,2025-03-31,1.1318954127069556
daliao,2025-04-07,1.1318954127651746
daliao,2025-04-14,1.1318954128144814
daliao,2025-04-21,1.13189541285624
daliao,2025-04-28,1.1318954128916063
daliao,2025-05-05,1.1318954129215584
daliao,2025-05-12,1.1318954129469256
daliao,2025-05-19,1.1318954129684093
daliao,2025-05-26,1.1318954129866046
daliao,2025-06-02,1.1318954130020142
daliao,2025-06-09,1.1318954130150651
daliao,2025-06-16,1.1318954130261178
daliao,2025-06-23,1.1318954130354788
daliao,2025-06-30,1.1318954130434067
daliao,2025-07-07,1.1318954130501209
daliao,2025-07-14,1.1318954130558074
daliao,2025-07-21,1.1318954130606234
daliao,2025-07-28,1.131895413064702
daliao,2025-08-04,1.1318954130681564
daliao,2025-08-11,1.1318954130710819
daliao,2025-08-18,1.1318954130735597
daliao,2025-08-25,1.131895413075658
daliao,2025-09-01,1.1318954130774355
daliao,2025-09-08,1.1318954130789405
daliao,2025-09-15,1.1318954130802152
daliao,2025-09-22,1.1318954130812948
daliao,2025-09-29,1.131895413082209
daliao,2025-10-06,1.1318954130829835
daliao,2025-10-13,1.1318954130836392
daliao,2025-10-20,1.1318954130841947
daliao,2025-10-27,1.1318954130846652
daliao,2025-11-03,1.1318954130850636
daliao,2025-11-10,1.131895413085401
daliao,2025-11-17,1.1318954130856866
daliao,2025-11-24,1.1318954130859287
daliao,2025-12-01,1.1318954130861334
daliao,2025-12-08,1.1318954130863073
daliao,2025-12-15,1.131895413086454
daliao,2025-12-22,1.1318954130865788
daliao,2025-12-29,1.131895413086684
daliao,2026-01-05,1.1318954130867733
daliao,2026-01-12,1.131895413086849
daliao,2026-01-19,1.1318954130869132
daliao,2026-01-26,1.1318954130869674
daliao,2026-02-02,1.1318954130870134
daliao,2026-02-09,1.1318954130870522
daliao,2026-02-16,1.1318954130870853
daliao,2026-02-23,1.131895413087113
daliao,2026-03-02,1.1318954130871366
daliao,2026-03-09,1.1318954130871566
daliao,2026-03-16,1.1318954130871737
daliao,2026-03-23,1.131895413087188
daliao,2026-03-30,1.1318954130872
daliao,2026-04-06,1.1318954130872105
daliao,2026-04-13,1.1318954130872192
daliao,2026-04-20,1.1318954130872267
daliao,2026-04-27,1.131895413087233
daliao,2026-05-04,1.1318954130872383
daliao,2026-05-11,1.1318954130872427
daliao,2026-05-18,1.1318954130872465
daliao,2026-05-25,1.1318954130872498
daliao,2026-06-01,1.1318954130872525
daliao,2026-06-08,1.1318954130872547
daliao,2026-06-15,1.1318954130872567
daliao,2026-06-22,1.1318954130872583
daliao,2026-06-29,1.1318954130872596
daliao,2026-07-06,1.1318954130872607
daliao,2026-07-13,1.1318954130872618
daliao,2026-07-20,1.1318954130872627
daliao,2026-07-27,1.1318954130872634
daliao,2026-08-03,1.131895413087264
daliao,2026-08-10,1.1318954130872645
daliao,2026-08-17,1.131895413087265
daliao,2026-08-24,1.1318954130872654
daliao,2026-08-31,1.1318954130872658
daliao,2026-09-07,1.131895413087266
daliao,2026-09-14,1.1318954130872663
daliao,2026-09-21,1.1318954130872665
daliao,2026-09-28,1.1318954130872667
daliao,2026-10-05,1.1318954130872667
daliao,2026-10-12,1.131895413087267
daliao,2026-10-19,1.131895413087267
daliao,2026-10-26,1.1318954130872672
daliao,2026-11-02,1.1318954130872672
daliao,2026-11-09,1.1318954130872672
daliao,2026-11-16,1.1318954130872672
daliao,2026-11-23,1.1318954130872672
daliao,2026-11-30,1.1318954130872672
daliao,2026-12-07,1.1318954130872672
daliao,2026-12-14,1.1318954130872672
daliao,2026-12-21,1.1318954130872672
daliao,2026-12-28,1.1318954130872672
daliao,2027-01-04,1.1318954130872672
daliao,2027-01-11,1.1318954130872672
daliao,2027-01-18,1.1318954130872672
daliao,2027-01-25,1.1318954130872672
daliao,2027-02-01,1.1318954130872672
daliao,2027-02-08,1.1318954130872672
daliao,2027-02-15,1.1318954130872672
daliao,2027-02-22,1.1318954130872672
daliao,2027-03-01,1.1318954130872672
daliao,2027-03-08,1.1318954130872672
daliao,2027-03-15,1.1318954130872672
daliao,2027-03-22,1.1318954130872672
daliao,2027-03-29,1.1318954130872672
daliao,2027-04-05,1.1318954130872672
daliao,2027-04-12,1.1318954130872672
daliao,2027-04-19,1.1318954130872672
daliao,2027-04-26,1.1318954130872672
daliao,2027-05-03,1.1318954130872672
daliao,2027-05-10,1.1318954130872672
daliao,2027-05-17,1.1318954130872672
daliao,2027-05-24,1.1318954130872672
daliao,2027-05-31,1.1318954130872672
daliao,2027-06-07,1.1318954130872672
daliao,2027-06-14,1.1318954130872672
daliao,2027-06-21,1.1318954130872672
daliao,2027-06-28,1.1318954130872672
daliao,2027-07-05,1.1318954130872672
daliao,2027-07-12,1.1318954130872672
daliao,2027-07-19,1.1318954130872672
daliao,2027-07-26,1.1318954130872672
daliao,2027-08-02,1.1318954130872672
daliao,2027-08-09,1.1318954130872672
daliao,2027-08-16,1.1318954130872672
daliao,2027-08-23,1.1318954130872672
daliao,2027-08-30,1.1318954130872672
daliao,2027-09-06,1.1318954130872672
daliao,2027-09-13,1.1318954130872672
daliao,2027-09-20,1.1318954130872672
daliao,2027-09-27,1.1318954130872672
daliao,2027-10-04,1.1318954130872672
daliao,2027-10-11,1.1318954130872672
daliao,2027-10-18,1.1318954130872672
daliao,2027-10-25,1.1318954130872672
daliao,2027-11-01,1.1318954130872672
daliao,2027-11-08,1.1318954130872672
daliao,2027-11-15,1.1318954130872672
daliao,2027-11-22,1.1318954130872672
daliao,2027-11-29,1.1318954130872672
daliao,2027-12-06,1.1318954130872672
daliao,2027-12-13,1.1318954130872672
daliao,2027-12-20,1.1318954130872672
daliao,2027-12-27,1.1318954130872672
daliao,2028-01-03,1.1318954130872672
daliao,2028-01-10,1.1318954130872672
daliao,2028-01-17,1.1318954130872672
ilang,2023-01-02,1.361046390007661
ilang,2023-01-09,1.2416795423181612
ilang,2023-01-16,1.1974967919046544
ilang,2023-01-23,1.3168311830587494
ilang,2023-01-30,1.5673427746382138
ilang,2023-02-06,1.81234416385993
ilang,2023-02-13,1.91952782484577
ilang,2023-02-20,1.8519540504990057
ilang,2023-02-27,1.6698108597637502
ilang,2023-03-06,1.4727426269617
ilang,2023-03-13,1.34820073061356
ilang,2023-03-20,1.3422955637302163
ilang,2023-03-27,1.4338986973928853
ilang,2023-04-03,1.5279618949896137
ilang,2023-04-10,1.5163931560001849
ilang,2023-04-17,1.3928917078856076
ilang,2023-04-24,1.3046011496886376
ilang,2023-05-01,1.4371649321454438
ilang,2023-05-08,1.8042166690354982
ilang,2023-05-15,2.165211277181292
ilang,2023-05-22,2.2103770597872954
ilang,2023-05-29,1.868506263070786
ilang,2023-06-05,1.4184511997928604
ilang,2023-06-12,1.2522601682421617
ilang,2023-06-19,1.503540472368507
ilang,2023-06-26,1.92008110513305
ilang,2023-07-03,2.1189341248521796
ilang,2023-07-10,1.9605684049581842
ilang,2023-07-17,1.6562549051647635
ilang,2023-07-24,1.5164409680605213
ilang,2023-07-31,1.6302482675868122
ilang,2023-08-07,1.8165283506235728
ilang,2023-08-14,1.866518029414639
ilang,2023-08-21,1.7816027947598627
ilang,2023-08-28,1.7451046903432847
ilang,2023-09-04,1.8865608444438826
ilang,2023-09-11,2.1214975134977387
ilang,2023-09-18,2.239271126842417
ilang,2023-09-25,2.1229497365235677
ilang,2023-10-02,1.8567966260344304
ilang,2023-10-09,1.628592170057431
ilang,2023-10-16,1.5593974942971365
ilang,2023-10-23,1.6363797871659747
ilang,2023-10-30,1.7753669162874133
ilang,2023-11-06,1.9048154913652204
ilang,2023-11-13,1.9868850952467736
ilang,2023-11-20,2.000333212235084
ilang,2023-11-27,1.9448210216050905
ilang,2023-12-04,1.8602144470291324
ilang,2023-12-11,1.8068038653296643
ilang,2023-12-18,1.8038566887205085
ilang,2023-12-25,1.8003853866837234
ilang,2024-01-01,1.7322655549764996
ilang,2024-01-08,1.612694798610076
ilang,2024-01-15,1.5461988509318707
ilang,2024-01-22,1.6346775995832794
ilang,2024-01-29,1.8699367842281298
ilang,2024-02-05,2.1273613735917185
ilang,2024-02-12,2.2651794268857826
ilang,2024-02-19,2.2265809882913934
ilang,2024-02-26,2.0578840625539345
ilang,2024-03-04,1.8562563733572768
ilang,2024-03-11,1.713865322623574
ilang,2024-03-18,1.6860569117650748
ilang,2024-03-25,1.765399305189633
ilang,2024-04-01,1.8679867865133526
ilang,2024-04-08,1.8801229303573488
ilang,2024-04-15,1.769766810765429
ilang,2024-04-22,1.6599521285881371
ilang,2024-04-29,1.7446593625071167
ilang,2024-05-06,2.0810607685449645
ilang,2024-05-13,2.4680181670575148
ilang,2024-05-20,2.585086810297938
ilang,2024-05-27,2.3007166587924806
ilang,2024-06-03,1.8393270035079943
ilang,2024-06-10,1.601250761120442
ilang,2024-06-17,1.7867968408624342
ilang,2024-06-24,2.203536018444542
ilang,2024-07-01,2.462237121958395
ilang,2024-07-08,2.3606029926532863
ilang,2024-07-15,2.057498815366787
ilang,2024-07-22,1.872626380370608
ilang,2024-07-29,1.948723146120201
ilang,2024-08-05,2.140717763525022
ilang,2024-08-12,2.222440690072081
ilang,2024-08-19,2.150838890854008
ilang,2024-08-26,2.0913158415314355
ilang,2024-09-02,2.200726497002649
ilang,2024-09-09,2.433595377039717
ilang,2024-09-16,2.586184334123508
ilang,2024-09-23,2.5110343497288716
ilang,2024-09-30,2.2584577789633156
ilang,2024-10-07,2.0108930257559856
ilang,2024-10-14,1.910674056809119
ilang,2024-10-21,1.967002923277332
ilang,2024-10-28,2.1012241403919667
ilang,2024-11-04,2.2359200491073694
ilang,2024-11-11,2.3283268872673104
ilang,2024-11-18,2.354966359414549
ilang,2024-11-25,2.310090435070181
ilang,2024-12-02,2.2261406420895686
ilang,2024-12-09,2.1637488563464404
ilang,2024-12-16,2.1537585852194354
ilang,2024-12-23,2.156004780999877
ilang,2024-12-30,2.1015635514039137
ilang,2025-01-06,1.9854032371432107
ilang,2025-01-13,1.9001680693478606
ilang,2025-01-20,1.9575473060467896
ilang,2025-01-27,2.1732812939299015
ilang,2025-02-03,2.438310275813964
ilang,2025-02-10,2.604912766134359
ilang,2025-02-17,2.5969306831574333
ilang,2025-02-24,2.4449317672745283
ilang,2025-03-03,2.2417537127514158
ilang,2025-03-10,2.0833456543554707
ilang,2025-03-17,2.033454894092458
ilang,2025-03-24,2.0977476576313134
ilang,2025-03-31,2.2049064693248677
ilang,2025-04-07,2.239484044771943
ilang,2025-04-14,2.146422002999748
ilang,2025-04-21,2.0218888141736895
ilang,2025-04-28,2.060950755949701
ilang,2025-05-05,2.3598969431512606
ilang,2025-05-12,2.761678519915537
ilang,2025-05-19,2.9459375368121155
ilang,2025-05-26,2.726747243852519
ilang,2025-06-02,2.267912176044128
ilang,2025-06-09,1.9649199152318617
ilang,2025-06-16,2.0780090635035653
ilang,2025-06-23,2.4813834075506085
ilang,2025-06-30,2.792965855110223
ilang,2025-07-07,2.7537441356691033
ilang,2025-07-14,2.4630643330428272
ilang,2025-07-21,2.238005924445314
ilang,2025-07-28,2.2711240348959714
ilang,2025-08-04,2.460818094434788
ilang,2025-08-11,2.5728371371965615
ilang,2025-08-18,2.520494030495729
ilang,2025-08-25,2.4435349568229383
ilang,2025-09-01,2.519305862841752
ilang,2025-09-08,2.7429555740285085
ilang,2025-09-15,2.925239965343503
ilang,2025-09-22,2.8930797451533516
ilang,2025-09-29,2.660418205041982
ilang,2025-10-06,2.398292509968469
ilang,2025-10-13,2.267183185241664
ilang,2025-10-20,2.3000798072663757
ilang,2025-10-27,2.426987005104251
ilang,2025-11-03,2.565635583269441
ilang,2025-11-10,2.667638047173613
ilang,2025-11-17,2.7072078757135714
ilang,2025-11-24,2.6740188372122584
ilang,2025-12-01,2.5928361900208596
ilang,2025-12-08,2.5225829499390526
ilang,2025-12-15,2.504147383917306
ilang,2025-12-22,2.5096283782962865
ilang,2025-12-29,2.4685948605660233
ilang,2026-01-05,2.359033184385868
ilang,2026-01-12,2.258967662909579
ilang,2026-01-19,2.285835051484404
ilang,2026-01-26,2.478305658782809
ilang,2026-02-02,2.7459040966509
ilang,2026-02-09,2.9387726684105133
ilang,2026-02-16,2.962525217127307
ilang,2026-02-23,2.83035173489353
ilang,2026-03-02,2.6287636767226257
ilang,2026-03-09,2.4564340842794143
ilang,2026-03-16,2.3847107163712487
ilang,2026-03-23,2.4316083686619026
ilang,2026-03-30,2.5393556450236376
ilang,2026-04-06,2.59432909775817
ilang,2026-04-13,2.5217563240022423
ilang,2026-04-20,2.3893091649591183
ilang,2026-04-27,2.386280060008104
ilang,2026-05-04,2.6425207942595783
ilang,2026-05-11,3.0480267253029676
ilang,2026-05-18,3.29288746897595
ilang,2026-05-25,3.144436001406451
ilang,2026-06-01,2.701860761223134
ilang,2026-06-08,2.3430063699600927
ilang,2026-06-15,2.3792400051321154
ilang,2026-06-22,2.7559271144675432
ilang,2026-06-29,3.1114307033008686
ilang,2026-07-06,3.1382246330344463
ilang,2026-07-13,2.871116485823246
ilang,2026-07-20,2.6125129543355787
ilang,2026-07-27,2.5989064386304124
ilang,2026-08-03,2.7779756481346665
ilang,2026-08-10,2.9172981088357486
ilang,2026-08-17,2.8892566137150073
ilang,2026-08-24,2.801185459303332
ilang,2026-08-31,2.843158809685958
ilang,2026-09-07,3.050940242291228
ilang,2026-09-14,3.2568916750366053
ilang,2026-09-21,3.2682724437428208
ilang,2026-09-28,3.0614908908401377
ilang,2026-10-05,2.7902574633133295
ilang,2026-10-12,2.6292114122918595
ilang,2026-10-19,2.636163471761401
ilang,2026-10-26,2.753012391097664
ilang,2026-11-02,2.8941290961732347
ilang,2026-11-09,3.0049330922797353
ilang,2026-11-16,3.0570308217739353
ilang,2026-11-23,3.036305273664703
ilang,2026-11-30,2.9599252010130033
ilang,2026-12-07,2.8832787329919585
ilang,2026-12-14,2.8554369029592968
ilang,2026-12-21,2.861628782442735
ilang,2026-12-28,2.833136492286498
ilang,2027-01-04,2.7328400086330253
ilang,2027-01-11,2.622045697644813
ilang,2027-01-18,2.619785474646045
ilang,2027-01-25,2.7858958223868227
ilang,2027-02-01,3.050944740855276
ilang,2027-02-08,3.2669279952089063
ilang,2027-02-15,3.3229511246687693
ilang,2027-02-22,3.2135387934835014
ilang,2027-03-01,3.016781556567033
ilang,2027-03-08,2.8328649198638356
ilang,2027-03-15,2.739958235898658
ilang,2027-03-22,2.7675854569587295
ilang,2027-03-29,2.872030568743989
ilang,2027-04-05,2.944692218246644
ilang,2027-04-12,2.8948002855681016
ilang,2027-04-19,2.7610045902399856
ilang,2027-04-26,2.7205821993993
ilang,2027-05-03,2.930518502462208
ilang,2027-05-10,3.329048401177775
ilang,2027-05-17,3.6263169726229036
ilang,2027-05-24,3.551907503193075
ilang,2027-05-31,3.138666833971495
ilang,2027-06-07,2.7347798410274944
ilang,2027-06-14,2.692241573505741
ilang,2027-06-21,3.0296255390212337
ilang,2027-06-28,3.4183826451492463
ilang,2027-07-05,3.5125388224981324
ilang,2027-07-12,3.2796574694955583
ilang,2027-07-19,2.9957140630227497
ilang,2027-07-26,2.9333678318806857
ilang,2027-08-02,3.093529138857109
ilang,2027-08-09,3.2556993812596375
ilang,2027-08-16,3.2558585231932198
ilang,2027-08-23,3.1634601400308022
ilang,2027-08-30,3.1729167357365244
ilang,2027-09-06,3.3589353557404267
ilang,2027-09-13,3.581824794390771
ilang,2027-09-20,3.635985571530667
ilang,2027-09-27,3.460465874773325
ilang,2027-10-04,3.1860958245628446
ilang,2027-10-11,2.99692873159936
ilang,2027-10-18,2.9758056879671537
ilang,2027-10-25,3.079703772340136
ilang,2027-11-01,3.221588160227133
ilang,2027-11-08,3.34033502970291
ilang,2027-11-15,3.404447934616894
ilang,2027-11-22,3.3966952193339823
ilang,2027-11-29,3.3270142350572955
ilang,2027-12-06,3.245722970018268
ilang,2027-12-13,3.207983603323059
ilang,2027-12-20,3.212435334067397
ilang,2027-12-27,3.195090277289656
ilang,2028-01-03,3.1061312008455824
ilang,2028-01-10,2.988756327894769
ilang,2028-01-17,2.959487540497221
indangan,2023-01-02,1.3341681291014331
indangan,2023-01-09,1.3086393435241763
indangan,2023-01-16,1.2861421307591983
indangan,2023-01-23,1.2663164880289153
indangan,2023-01-30,1.2488451633019386
indangan,2023-02-06,1.23344857859252
indangan,2023-02-13,1.2198803561240614
indangan,2023-02-20,1.2079233757658807
indangan,2023-02-27,1.1973863006539216
indangan,2023-03-06,1.1881005153980224
indangan,2023-03-13,1.1799174278806135
indangan,2023-03-20,1.1727060914699388
indangan,2023-03-27,1.1663511095982073
indangan,2023-04-03,1.1607507891735143
indangan,2023-04-10,1.1558155132762302
indangan,2023-04-17,1.1514663070995768
indangan,2023-04-24,1.1476335741864176
indangan,2023-05-01,1.1442559827393928
indangan,2023-05-08,1.141279484183011
indangan,2023-05-15,1.1386564482726296
indangan,2023-05-22,1.1363449009102435
indangan,2023-05-29,1.1343078524705303
indangan,2023-06-05,1.1325127058889546
indangan,2023-06-12,1.130930735040094
indangan,2023-06-19,1.129536625059143
indangan,2023-06-26,1.1283080672507695
indangan,2023-07-03,1.1272254021030126
indangan,2023-07-10,1.1262713046936939
indangan,2023-07-17,1.1254305074551805
indangan,2023-07-24,1.1246895558611536
indangan,2023-07-31,1.124036593125855
indangan,2023-08-07,1.1234611704705486
indangan,2023-08-14,1.1229540799210573
indangan,2023-08-21,1.1225072069607869
indangan,2023-08-28,1.1221134006813736
indangan,2023-09-04,1.1217663593530922
indangan,2023-09-11,1.1214605295839104
indangan,2023-09-18,1.1211910174535222
indangan,2023-09-25,1.1209535102003183
indangan,2023-10-02,1.1207442072081182
indangan,2023-10-09,1.1205597591883083
indangan,2023-10-16,1.1203972145841719
indangan,2023-10-23,1.1202539723397655
indangan,2023-10-30,1.1201277402775474
indangan,2023-11-06,1.1200164984187095
indangan,2023-11-13,1.119918466659264
indangan,2023-11-20,1.11983207628463
indangan,2023-11-27,1.1197559448668977
indangan,2023-12-04,1.1196888541430696
indangan,2023-12-11,1.119629730520289
indangan,2023-12-18,1.119577627896092
indangan,2023-12-25,1.1195317125187771
indangan,2024-01-01,1.1194912496456215
indangan,2024-01-08,1.1194555917854498
indangan,2024-01-15,1.119424168337413
indangan,2024-01-22,1.1193964764601732
indangan,2024-01-29,1.119372073025382
indangan,2024-02-05,1.1193505675266957
indangan,2024-02-12,1.1193316158308504
indangan,2024-02-19,1.119314914670805
indangan,2024-02-26,1.1193001967928307
indangan,2024-03-04,1.1192872266798874
indangan,2024-03-11,1.1192757967828566
indangan,2024-03-18,1.1192657241993174
indangan,2024-03-25,1.1192568477467226
indangan,2024-04-01,1.1192490253831395
indangan,2024-04-08,1.119242131934279
indangan,2024-04-15,1.119236057090443
indangan,2024-04-22,1.1192307036413383
indangan,2024-04-29,1.1192259859205063
indangan,2024-05-06,1.1192218284344793
indangan,2024-05-13,1.1192181646547263
indangan,2024-05-20,1.1192149359530563
indangan,2024-05-27,1.1192120906634435
indangan,2024-06-03,1.1192095832552629
indangan,2024-06-10,1.119207373604704
indangan,2024-06-17,1.1192054263527043
indangan,2024-06-24,1.1192037103391317
indangan,2024-07-01,1.1192021981041553
indangan,2024-07-08,1.1192008654488315
indangan,2024-07-15,1.1191996910478685
indangan,2024-07-22,1.1191986561083782
indangan,2024-07-29,1.1191977440691492
indangan,2024-08-05,1.1191969403356334
indangan,2024-08-12,1.1191962320464022
indangan,2024-08-19,1.1191956078673364
indangan,2024-08-26,1.1191950578102565
indangan,2024-09-02,1.119194573073091
indangan,2024-09-09,1.1191941458990247
indangan,2024-09-16,1.1191937694523726
indangan,2024-09-23,1.1191934377091959
indangan,2024-09-30,1.1191931453609052
indangan,2024-10-07,1.119192887729312
indangan,2024-10-14,1.1191926606917686
indangan,2024-10-21,1.119192460615196
indangan,2024-10-28,1.1191922842979478
indangan,2024-11-04,1.1191921289185767
indangan,2024-11-11,1.1191919919906856
indangan,2024-11-18,1.1191918713231401
indangan,2024-11-25,1.119191764985005
indangan,2024-12-02,1.1191916712746464
indangan,2024-12-09,1.1191915886925012
indangan,2024-12-16,1.1191915159170813
indangan,2024-12-23,1.1191914517838268
indangan,2024-12-30,1.1191913952664705
indangan,2025-01-06,1.1191913454606155
indangan,2025-01-13,1.1191913015692634
indangan,2025-01-20,1.1191912628900602
indangan,2025-01-27,1.119191228804057
indangan,2025-02-03,1.1191911987658063
indangan,2025-02-10,1.1191911722946326
indangan,2025-02-17,1.1191911489669413
indangan,2025-02-24,1.1191911284094402
indangan,2025-03-03,1.1191911102931664
indangan,2025-03-10,1.119191094328221
indangan,2025-03-17,1.1191910802591312
indangan,2025-03-24,1.1191910678607622
indangan,2025-03-31,1.1191910569347137
indangan,2025-04-07,1.1191910473061462
indangan,2025-04-14,1.1191910388209823
indangan,2025-04-21,1.1191910313434414
indangan,2025-04-28,1.1191910247538672
indangan,2025-05-05,1.1191910189468124
indangan,2025-05-12,1.1191910138293522
indangan,2025-05-19,1.119191009319596
indangan,2025-05-26,1.1191910053453786
