Barangay_standardized,ds,local_forecast
buhangin,2024-07-22,3.110295681615
buhangin,2024-07-29,3.000452692694916
buhangin,2024-08-05,2.506151138170017
buhangin,2024-08-12,2.117629223726698
buhangin,2024-08-19,1.9904349545937046
buhangin,2024-08-26,1.7606706172475541
buhangin,2024-09-02,1.073518843575126
buhangin,2024-09-09,0.1387763461706638
buhangin,2024-09-16,0.0
buhangin,2024-09-23,0.0
buhangin,2024-09-30,0.045462853431269074
buhangin,2024-10-07,0.03158513037888838
buhangin,2024-10-14,0.0
buhangin,2024-10-21,0.0
buhangin,2024-10-28,0.0
buhangin,2024-11-04,0.0
buhangin,2024-11-11,0.0
buhangin,2024-11-18,0.0
buhangin,2024-11-25,0.0
buhangin,2024-12-02,0.0
buhangin,2024-12-09,0.0
buhangin,2024-12-16,0.0
buhangin,2024-12-23,0.0
buhangin,2024-12-30,0.0
buhangin,2025-01-06,0.0
buhangin,2025-01-13,0.47648159402773893
buhangin,2025-01-20,0.6838592911402591
buhangin,2025-01-27,0.21556166410489241
buhangin,2025-02-03,0.0
buhangin,2025-02-10,0.0
buhangin,2025-02-17,0.0
buhangin,2025-02-24,0.0
buhangin,2025-03-03,0.0
buhangin,2025-03-10,0.0
buhangin,2025-03-17,0.0
buhangin,2025-03-24,0.0
buhangin,2025-03-31,0.0
buhangin,2025-04-07,0.0
buhangin,2025-04-14,0.0
buhangin,2025-04-21,0.0
buhangin,2025-04-28,0.0
buhangin,2025-05-05,0.0
buhangin,2025-05-12,0.0
buhangin,2025-05-19,0.0
buhangin,2025-05-26,0.0
buhangin,2025-06-02,0.0
buhangin,2025-06-09,0.0
buhangin,2025-06-16,0.39224848223775743
buhangin,2025-06-23,0.8315587194677029
buhangin,2025-06-30,0.9007863227754497
buhangin,2025-07-07,1.1398577172750795
buhangin,2025-07-14,1.7251537112510715
buhangin,2025-07-21,2.2458530536683403
buhangin,2025-07-28,2.2408220346065404
buhangin,2025-08-04,1.7796554774928128
buhangin,2025-08-11,1.3441319310371584
buhangin,2025-08-18,1.1858143974010389
buhangin,2025-08-25,1.0104673983868842
buhangin,2025-09-01,0.4088203244426547
buhangin,2025-09-08,0.0
buhangin,2025-09-15,0.0
buhangin,2025-09-22,0.0
buhangin,2025-09-29,0.0
buhangin,2025-10-06,0.0
buhangin,2025-10-13,0.0
buhangin,2025-10-20,0.0
buhangin,2025-10-27,0.0
buhangin,2025-11-03,0.0
buhangin,2025-11-10,0.0
buhangin,2025-11-17,0.0
buhangin,2025-11-24,0.0
buhangin,2025-12-01,0.0
buhangin,2025-12-08,0.0
buhangin,2025-12-15,0.0
buhangin,2025-12-22,0.0
buhangin,2025-12-29,0.0
buhangin,2026-01-05,0.0
buhangin,2026-01-12,0.0
buhangin,2026-01-19,0.0
buhangin,2026-01-26,0.0
buhangin,2026-02-02,0.0
buhangin,2026-02-09,0.0
buhangin,2026-02-16,0.0
buhangin,2026-02-23,0.0
buhangin,2026-03-02,0.0
buhangin,2026-03-09,0.0
buhangin,2026-03-16,0.0
buhangin,2026-03-23,0.0
buhangin,2026-03-30,0.0
buhangin,2026-04-06,0.0
buhangin,2026-04-13,0.0
buhangin,2026-04-20,0.0
buhangin,2026-04-27,0.0
buhangin,2026-05-04,0.0
buhangin,2026-05-11,0.0
buhangin,2026-05-18,0.0
buhangin,2026-05-25,0.0
buhangin,2026-06-01,0.0
buhangin,2026-06-08,0.0
buhangin,2026-06-15,0.0
buhangin,2026-06-22,0.0
buhangin,2026-06-29,0.0704271657647304
buhangin,2026-07-06,0.2478313606082907
buhangin,2026-07-13,0.7882632097718667
buhangin,2026-07-20,1.362977292868969
buhangin,2026-07-27,1.4653598271956725
buhangin,2026-08-03,1.0547116734682023
buhangin,2026-08-10,0.5812014977557836
buhangin,2026-08-17,0.3810300298502116
buhangin,2026-08-24,0.24509980382316887
buhangin,2026-08-31,0.0
buhangin,2026-09-07,0.0
buhangin,2026-09-14,0.0
buhangin,2026-09-21,0.0
buhangin,2026-09-28,0.0
buhangin,2026-10-05,0.0
buhangin,2026-10-12,0.0
buhangin,2026-10-19,0.0
buhangin,2026-10-26,0.0
buhangin,2026-11-02,0.0
buhangin,2026-11-09,0.0
buhangin,2026-11-16,0.0
buhangin,2026-11-23,0.0
buhangin,2026-11-30,0.0
buhangin,2026-12-07,0.0
buhangin,2026-12-14,0.0
buhangin,2026-12-21,0.0
buhangin,2026-12-28,0.0
buhangin,2027-01-04,0.0
buhangin,2027-01-11,0.0
buhangin,2027-01-18,0.0
buhangin,2027-01-25,0.0
buhangin,2027-02-01,0.0
buhangin,2027-02-08,0.0
buhangin,2027-02-15,0.0
buhangin,2027-02-22,0.0
buhangin,2027-03-01,0.0
buhangin,2027-03-08,0.0
buhangin,2027-03-15,0.0
buhangin,2027-03-22,0.0
buhangin,2027-03-29,0.0
buhangin,2027-04-05,0.0
buhangin,2027-04-12,0.0
buhangin,2027-04-19,0.0
buhangin,2027-04-26,0.0
buhangin,2027-05-03,0.0
buhangin,2027-05-10,0.0
buhangin,2027-05-17,0.0
buhangin,2027-05-24,0.0
buhangin,2027-05-31,0.0
buhangin,2027-06-07,0.0
buhangin,2027-06-14,0.0
buhangin,2027-06-21,0.0
buhangin,2027-06-28,0.0
buhangin,2027-07-05,0.0
buhangin,2027-07-12,0.0
buhangin,2027-07-19,0.46357248364401116
buhangin,2027-07-26,0.6720034313603662
buhangin,2027-08-02,0.3281321922543019
buhangin,2027-08-09,0.0
buhangin,2027-08-16,0.0
buhangin,2027-08-23,0.0
buhangin,2027-08-30,0.0
buhangin,2027-09-06,0.0
buhangin,2027-09-13,0.0
buhangin,2027-09-20,0.0
buhangin,2027-09-27,0.0
buhangin,2027-10-04,0.0
buhangin,2027-10-11,0.0
buhangin,2027-10-18,0.0
buhangin,2027-10-25,0.0
buhangin,2027-11-01,0.0
buhangin,2027-11-08,0.0
buhangin,2027-11-15,0.0
buhangin,2027-11-22,0.0
buhangin,2027-11-29,0.0
buhangin,2027-12-06,0.0
buhangin,2027-12-13,0.0
buhangin,2027-12-20,0.0
buhangin,2027-12-27,0.0
buhangin,2028-01-03,0.0
buhangin,2028-01-10,0.0
buhangin,2028-01-17,0.0
bunawan,2023-01-02,1.2506318940768202
bunawan,2023-01-09,1.4297495221943575
bunawan,2023-01-16,1.6053147572505813
bunawan,2023-01-23,1.7156942240316329
bunawan,2023-01-30,1.7422519409992678
bunawan,2023-02-06,1.7206382861288065
bunawan,2023-02-13,1.6872273194752705
bunawan,2023-02-20,1.6229475953062034
bunawan,2023-02-27,1.4839735003825694
bunawan,2023-03-06,1.3011859249592614
bunawan,2023-03-13,1.2131637010624843
bunawan,2023-03-20,1.3453651721265887
bunawan,2023-03-27,1.6401560502471162
bunawan,2023-04-03,1.8474500587864457
bunawan,2023-04-10,1.7391049913927064
bunawan,2023-04-17,1.3484753962664073
bunawan,2023-04-24,0.9697705146394153
bunawan,2023-05-01,0.8914012431310494
bunawan,2023-05-08,1.13138078780982
bunawan,2023-05-15,1.4501871887404492
bunawan,2023-05-22,1.6145860511514727
bunawan,2023-05-29,1.6149321469931561
bunawan,2023-06-05,1.609129387186022
bunawan,2023-06-12,1.6908829570491275
bunawan,2023-06-19,1.7738645271667208
bunawan,2023-06-26,1.7239325954851885
bunawan,2023-07-03,1.5605703319368243
bunawan,2023-07-10,1.464891683628217
bunawan,2023-07-17,1.5723981855333953
bunawan,2023-07-24,1.797575664077279
bunawan,2023-07-31,1.9076193467930784
bunawan,2023-08-07,1.770846777683532
bunawan,2023-08-14,1.5009507834295333
bunawan,2023-08-21,1.3392492820407398
bunawan,2023-08-28,1.4126764469771276
bunawan,2023-09-04,1.6296115592768878
bunawan,2023-09-11,1.80170410623323
bunawan,2023-09-18,1.8308729161385386
bunawan,2023-09-25,1.7622511466215767
bunawan,2023-10-02,1.6880157607291533
bunawan,2023-10-09,1.6497164490936567
bunawan,2023-10-16,1.6453872326821661
bunawan,2023-10-23,1.689575805528405
bunawan,2023-10-30,1.8150679592090666
bunawan,2023-11-06,2.006359299793896
bunawan,2023-11-13,2.164702667343391
bunawan,2023-11-20,2.172580300839663
bunawan,2023-11-27,1.997876092700048
bunawan,2023-12-04,1.7242922951817992
bunawan,2023-12-11,1.4805069585094974
bunawan,2023-12-18,1.3509758694995049
bunawan,2023-12-25,1.3510977237477453
bunawan,2024-01-01,1.4573611910031168
bunawan,2024-01-08,1.630148940852294
bunawan,2024-01-15,1.8113896827521079
bunawan,2024-01-22,1.93653452544907
bunawan,2024-01-29,1.976629538821522
bunawan,2024-02-05,1.9599563563922164
bunawan,2024-02-12,1.9282140132981809
bunawan,2024-02-19,1.8731420193619888
bunawan,2024-02-26,1.748627262430647
bunawan,2024-03-04,1.565875717015632
bunawan,2024-03-11,1.44883156243044
bunawan,2024-03-18,1.5391219000295766
bunawan,2024-03-25,1.8194558688111069
bunawan,2024-04-01,2.0635692187407386
bunawan,2024-04-08,2.0185430863622504
bunawan,2024-04-15,1.661823592661414
bunawan,2024-04-22,1.2552195439725722
bunawan,2024-04-29,1.1122895671977935
bunawan,2024-05-06,1.3082184109211852
bunawan,2024-05-13,1.634282318631517
bunawan,2024-05-20,1.8344024263129126
bunawan,2024-05-27,1.8545070795101986
bunawan,2024-06-03,1.8381517634343927
bunawan,2024-06-10,1.9058742347543352
bunawan,2024-06-17,2.0001726454092204
bunawan,2024-06-24,1.9786691334126332
bunawan,2024-07-01,1.824993414822048
bunawan,2024-07-08,1.7026489044940978
bunawan,2024-07-15,1.773103921620735
bunawan,2024-07-22,1.9930321327719007
bunawan,2024-07-29,2.1394610000555616
bunawan,2024-08-05,2.0454262904249894
bunawan,2024-08-12,1.7820712312470248
bunawan,2024-08-19,1.5857007750619923
bunawan,2024-08-26,1.6180655640301738
bunawan,2024-09-02,1.8231453973842127
bunawan,2024-09-09,2.0148344795468747
bunawan,2024-09-16,2.069631956659403
bunawan,2024-09-23,2.0113316068883167
bunawan,2024-09-30,1.9330376645162488
bunawan,2024-10-07,1.888035094175081
bunawan,2024-10-14,1.8776190221144593
bunawan,2024-10-21,1.9105852678484831
bunawan,2024-10-28,2.020346445425701
bunawan,2024-11-04,2.2050112941386777
bunawan,2024-11-11,2.378786610605497
bunawan,2024-11-18,2.419411816395424
bunawan,2024-11-25,2.27402888553315
bunawan,2024-12-02,2.0085890231749746
bunawan,2024-12-09,1.7512184775218314
bunawan,2024-12-16,1.598412447613245
bunawan,2024-12-23,1.576472859146314
bunawan,2024-12-30,1.6662659499612555
bunawan,2025-01-06,1.83084998422228
bunawan,2025-01-13,2.0155772591480083
bunawan,2025-01-20,2.1544866463263403
bunawan,2025-01-27,2.209151753092461
bunawan,2025-02-03,2.1989540075996765
bunawan,2025-02-10,2.1685919459496352
bunawan,2025-02-17,2.120960871890797
bunawan,2025-02-24,2.011070379892845
bunawan,2025-03-03,1.8325773239941068
bunawan,2025-03-10,1.6915692044432955
bunawan,2025-03-17,1.7395735308009463
bunawan,2025-03-24,1.9977034543923244
bunawan,2025-03-31,2.269793710539417
bunawan,2025-04-07,2.2871913856739488
bunawan,2025-04-14,1.9734231247787684
bunawan,2025-04-21,1.5497910888283897
bunawan,2025-04-28,1.344830824160377
bunawan,2025-05-05,1.4893316922875421
bunawan,2025-05-12,1.813734271753852
bunawan,2025-05-19,2.0478796327946824
bunawan,2025-05-26,2.0930079909211927
bunawan,2025-06-02,2.0704195380867643
bunawan,2025-06-09,2.1219813744286555
bunawan,2025-06-16,2.2223967564291893
bunawan,2025-06-23,2.228627525012725
bunawan,2025-06-30,2.0904113923813097
bunawan,2025-07-07,1.9471770087378384
bunawan,2025-07-14,1.9791268692153448
bunawan,2025-07-21,2.1859780790999275
bunawan,2025-07-28,2.3629153780523477
bunawan,2025-08-04,2.3141130618694197
bunawan,2025-08-11,2.065561559604637
bunawan,2025-08-18,1.8401029344463633
bunawan,2025-08-25,1.8293381281733572
bunawan,2025-09-01,2.016042978973379
bunawan,2025-09-08,2.223152539332741
bunawan,2025-09-15,2.304596447088574
bunawan,2025-09-22,2.259921089280443
bunawan,2025-09-29,2.1792853972853066
bunawan,2025-10-06,2.1274169191646424
bunawan,2025-10-13,2.1111357316768884
bunawan,2025-10-20,2.1341385673887587
bunawan,2025-10-27,2.2282707656521907
bunawan,2025-11-03,2.403435194713749
bunawan,2025-11-10,2.5884221852724387
bunawan,2025-11-17,2.6599618534498863
bunawan,2025-11-24,2.546179330017951
bunawan,2025-12-01,2.293249478435814
bunawan,2025-12-08,2.0254712467744516
bunawan,2025-12-15,1.8501373923610596
bunawan,2025-12-22,1.8054424107714966
bunawan,2025-12-29,1.8776038915242188
bunawan,2026-01-05,2.0322387022555857
bunawan,2026-01-12,2.218231384467787
bunawan,2026-01-19,2.369576424516352
bunawan,2026-01-26,2.4395234448813605
bunawan,2026-02-02,2.437441132960755
bunawan,2026-02-09,2.4085837946607516
bunawan,2026-02-16,2.3666928783183208
bunawan,2026-02-23,2.2709778979494293
bunawan,2026-03-02,2.1003083215734963
bunawan,2026-03-09,1.9407029666477795
bunawan,2026-03-16,1.947380809684979
bunawan,2026-03-23,2.17663544178389
bunawan,2026-03-30,2.467338810250057
bunawan,2026-04-06,2.544390860606353
bunawan,2026-04-13,2.281195022169762
bunawan,2026-04-20,1.8519279260012134
bunawan,2026-04-27,1.5894138781517813
bunawan,2026-05-04,1.6764694981894794
bunawan,2026-05-11,1.989772399196044
bunawan,2026-05-18,2.254659255713714
bunawan,2026-05-25,2.329303210052139
bunawan,2026-06-01,2.3055836239014926
bunawan,2026-06-08,2.340017873180213
bunawan,2026-06-15,2.4413301816225577
bunawan,2026-06-22,2.473386826170209
bunawan,2026-06-29,2.355533168171263
bunawan,2026-07-06,2.197838742833584
bunawan,2026-07-13,2.1913533509851777
bunawan,2026-07-20,2.3779465530110677
bunawan,2026-07-27,2.578500981030377
bunawan,2026-08-03,2.5758397944814857
bunawan,2026-08-10,2.3498915507026426
bunawan,2026-08-17,2.1019836410981356
bunawan,2026-08-24,2.047375857477008
bunawan,2026-08-31,2.209476392458893
bunawan,2026-09-07,2.4270169998557094
bunawan,2026-09-14,2.535283394048164
bunawan,2026-09-21,2.5074680705357633
bunawan,2026-09-28,2.4266371197216885
bunawan,2026-10-05,2.3679294643451465
bunawan,2026-10-12,2.345795563829747
bunawan,2026-10-19,2.360011657025122
bunawan,2026-10-26,2.4390257317247266
bunawan,2026-11-02,2.6023384674098704
bunawan,2026-11-09,2.794292379263969
bunawan,2026-11-16,2.8942538212019273
bunawan,2026-11-23,2.8136698237109963
bunawan,2026-11-30,2.5775002471180426
bunawan,2026-12-07,2.3028789363602113
bunawan,2026-12-14,2.106165387081105
bunawan,2026-12-21,2.0381767015646726
bunawan,2026-12-28,2.0916133965033383
bunawan,2027-01-04,2.234681572546887
bunawan,2027-01-11,2.419734653257032
bunawan,2027-01-18,2.5819018826384053
bunawan,2027-01-25,2.667483683952568
bunawan,2027-02-01,2.6751729289815023
bunawan,2027-02-08,2.648343154259185
bunawan,2027-02-15,2.6106669691060316
bunawan,2027-02-22,2.528167986950677
bunawan,2027-03-01,2.3681566492412043
bunawan,2027-03-08,2.195410337498043
bunawan,2027-03-15,2.1629363990681663
bunawan,2027-03-22,2.3578888002072644
bunawan,2027-03-29,2.657646172177144
bunawan,2027-04-05,2.7898453296067514
bunawan,2027-04-12,2.583193128323638
bunawan,2027-04-19,2.1598308133021766
bunawan,2027-04-26,1.8460606648574944
bunawan,2027-05-03,1.87126419896023
bunawan,2027-05-10,2.163846842662485
bunawan,2027-05-17,2.4546576943600535
bunawan,2027-05-24,2.562278705907705
bunawan,2027-05-31,2.5430749752078516
bunawan,2027-06-07,2.560643822838558
bunawan,2027-06-14,2.6578844813370446
bunawan,2027-06-21,2.7127705237601716
bunawan,2027-06-28,2.61912447648111
bunawan,2027-07-05,2.4537725847035494
bunawan,2027-07-12,2.410412602448359
bunawan,2027-07-19,2.5704799792811204
bunawan,2027-07-26,2.787010790311692
bunawan,2027-08-02,2.8297805245854746
bunawan,2027-08-09,2.633487919665475
bunawan,2027-08-16,2.3706117463313294
bunawan,2027-08-23,2.272870040151715
bunawan,2027-08-30,2.4046665658006607
bunawan,2027-09-06,2.6269698620607183
bunawan,2027-09-13,2.761312997924953
bunawan,2027-09-20,2.7533760208987013
bunawan,2027-09-27,2.6748935912574936
bunawan,2027-10-04,2.6096431207266924
bunawan,2027-10-11,2.5815036657947203
bunawan,2027-10-18,2.587960572308348
bunawan,2027-10-25,2.6526949852384276
bunawan,2027-11-01,2.8023598059697594
bunawan,2027-11-08,2.9971400892034197
bunawan,2027-11-15,3.122453171901678
bunawan,2027-11-22,3.075932878808391
bunawan,2027-11-29,2.8605407178341737
bunawan,2027-12-06,2.582970570291578
bunawan,2027-12-13,2.366456613191769
bunawan,2027-12-20,2.274832355211046
bunawan,2027-12-27,2.3085165236777874
bunawan,2028-01-03,2.4385220372893035
bunawan,2028-01-10,2.620487422913319
bunawan,2028-01-17,2.7916300593485848
cabantian,2023-01-02,1.7892821338344003
cabantian,2023-01-09,1.6945260212742213
cabantian,2023-01-16,1.884038246394579
cabantian,2023-01-23,1.7892821338344
cabantian,2023-01-30,1.7892821338344
cabantian,2023-02-06,1.694526021274221
cabantian,2023-02-13,1.8840382463945788
cabantian,2023-02-20,1.694526021274221
cabantian,2023-02-27,1.8840382463945788
cabantian,2023-03-06,1.9787943589547579
cabantian,2023-03-13,1.8840382463945788
cabantian,2023-03-20,1.694526021274221
cabantian,2023-03-27,1.9787943589547579
cabantian,2023-04-03,1.7892821338344
cabantian,2023-04-10,1.6945260212742213
cabantian,2023-04-17,1.978794358954758
cabantian,2023-04-24,1.7892821338344003
cabantian,2023-05-01,1.7892821338344003
cabantian,2023-05-08,1.7892821338344003
cabantian,2023-05-15,2.263062696635295
cabantian,2023-05-22,1.884038246394579
cabantian,2023-05-29,1.884038246394579
cabantian,2023-06-05,1.884038246394579
cabantian,2023-06-12,1.7892821338344
cabantian,2023-06-19,1.9787943589547579
cabantian,2023-06-26,1.884038246394579
cabantian,2023-07-03,2.3578188091954737
cabantian,2023-07-10,1.978794358954758
cabantian,2023-07-17,1.7892821338344003
cabantian,2023-07-24,1.7892821338344003
cabantian,2023-07-31,1.7892821338344003
cabantian,2023-08-07,2.0735504715149373
cabantian,2023-08-14,1.8840382463945795
cabantian,2023-08-21,2.0735504715149373
cabantian,2023-08-28,1.9787943589547583
cabantian,2023-09-04,1.9787943589547583
cabantian,2023-09-11,1.9787943589547583
cabantian,2023-09-18,2.263062696635295
cabantian,2023-09-25,1.7892821338344003
cabantian,2023-10-02,2.263062696635295
cabantian,2023-10-09,1.7892821338344
cabantian,2023-10-16,1.7892821338344
cabantian,2023-10-23,1.694526021274221
cabantian,2023-10-30,1.694526021274221
cabantian,2023-11-06,1.9787943589547579
cabantian,2023-11-13,1.8840382463945788
cabantian,2023-11-20,1.7892821338343998
cabantian,2023-11-27,1.7892821338343998
cabantian,2023-12-04,2.1683065840751157
cabantian,2023-12-11,1.9787943589547576
cabantian,2023-12-18,1.7892821338343998
cabantian,2023-12-25,1.7892821338343998
cabantian,2024-01-01,1.8640714405497505
cabantian,2024-01-08,1.855092719682233
cabantian,2024-01-15,1.8730501614172677
cabantian,2024-01-22,1.8640714405497503
cabantian,2024-01-29,1.8640714405497503
cabantian,2024-02-05,1.8550927196822329
cabantian,2024-02-12,1.8730501614172674
cabantian,2024-02-19,1.8550927196822329
cabantian,2024-02-26,1.8730501614172674
cabantian,2024-03-04,1.8820288822847848
cabantian,2024-03-11,1.8730501614172674
cabantian,2024-03-18,1.8550927196822329
cabantian,2024-03-25,1.8820288822847848
cabantian,2024-04-01,1.8640714405497503
cabantian,2024-04-08,1.8550927196822329
cabantian,2024-04-15,1.8820288822847848
cabantian,2024-04-22,1.8640714405497503
cabantian,2024-04-29,1.8640714405497503
cabantian,2024-05-06,1.8640714405497503
cabantian,2024-05-13,1.9089650448873368
cabantian,2024-05-20,1.8730501614172677
cabantian,2024-05-27,1.8730501614172677
cabantian,2024-06-03,1.8730501614172677
cabantian,2024-06-10,1.8640714405497503
cabantian,2024-06-17,1.8820288822847848
cabantian,2024-06-24,1.8730501614172674
cabantian,2024-07-01,1.917943765754854
cabantian,2024-07-08,1.8820288822847848
cabantian,2024-07-15,1.8640714405497503
cabantian,2024-07-22,1.8640714405497503
cabantian,2024-07-29,1.8640714405497503
cabantian,2024-08-05,1.8910076031523022
cabantian,2024-08-12,1.8730501614172677
cabantian,2024-08-19,1.8910076031523022
cabantian,2024-08-26,1.8820288822847848
cabantian,2024-09-02,1.8820288822847848
cabantian,2024-09-09,1.8820288822847848
cabantian,2024-09-16,1.9089650448873368
cabantian,2024-09-23,1.8640714405497503
cabantian,2024-09-30,1.9089650448873368
cabantian,2024-10-07,1.8640714405497503
cabantian,2024-10-14,1.8640714405497503
cabantian,2024-10-21,1.8550927196822329
cabantian,2024-10-28,1.8550927196822329
cabantian,2024-11-04,1.8820288822847848
cabantian,2024-11-11,1.8730501614172674
cabantian,2024-11-18,1.86407144054975
cabantian,2024-11-25,1.86407144054975
cabantian,2024-12-02,1.8999863240198192
cabantian,2024-12-09,1.8820288822847846
cabantian,2024-12-16,1.86407144054975
cabantian,2024-12-23,1.86407144054975
cabantian,2024-12-30,1.8711581845151675
cabantian,2025-01-06,1.8703073958299985
cabantian,2025-01-13,1.8720089732003362
cabantian,2025-01-20,1.8711581845151672
cabantian,2025-01-27,1.8711581845151672
cabantian,2025-02-03,1.8703073958299983
cabantian,2025-02-10,1.872008973200336
cabantian,2025-02-17,1.8703073958299983
cabantian,2025-02-24,1.872008973200336
cabantian,2025-03-03,1.872859761885505
cabantian,2025-03-10,1.872008973200336
cabantian,2025-03-17,1.8703073958299983
cabantian,2025-03-24,1.872859761885505
cabantian,2025-03-31,1.8711581845151672
cabantian,2025-04-07,1.8703073958299983
cabantian,2025-04-14,1.872859761885505
cabantian,2025-04-21,1.8711581845151672
cabantian,2025-04-28,1.8711581845151672
cabantian,2025-05-05,1.8711581845151672
cabantian,2025-05-12,1.8754121279410116
cabantian,2025-05-19,1.872008973200336
cabantian,2025-05-26,1.872008973200336
cabantian,2025-06-02,1.872008973200336
cabantian,2025-06-09,1.871158184515167
cabantian,2025-06-16,1.8728597618855047
cabantian,2025-06-23,1.8720089732003358
cabantian,2025-06-30,1.8762629166261802
cabantian,2025-07-07,1.8728597618855045
cabantian,2025-07-14,1.8711581845151668
cabantian,2025-07-21,1.8711581845151668
cabantian,2025-07-28,1.8711581845151668
cabantian,2025-08-04,1.8737105505706735
cabantian,2025-08-11,1.8720089732003358
cabantian,2025-08-18,1.8737105505706735
cabantian,2025-08-25,1.8728597618855045
cabantian,2025-09-01,1.8728597618855045
cabantian,2025-09-08,1.8728597618855045
cabantian,2025-09-15,1.8754121279410112
cabantian,2025-09-22,1.8711581845151668
cabantian,2025-09-29,1.8754121279410112
cabantian,2025-10-06,1.8711581845151668
cabantian,2025-10-13,1.8711581845151668
cabantian,2025-10-20,1.8703073958299978
cabantian,2025-10-27,1.8703073958299978
cabantian,2025-11-03,1.8728597618855045
cabantian,2025-11-10,1.8720089732003355
cabantian,2025-11-17,1.8711581845151666
cabantian,2025-11-24,1.8711581845151666
cabantian,2025-12-01,1.8745613392558422
cabantian,2025-12-08,1.8728597618855045
cabantian,2025-12-15,1.8711581845151668
cabantian,2025-12-22,1.8711581845151668
cabantian,2025-12-29,1.871829696824039
cabantian,2026-01-05,1.8717490793956224
cabantian,2026-01-12,1.871910314252456
cabantian,2026-01-19,1.8718296968240393
cabantian,2026-01-26,1.8718296968240393
cabantian,2026-02-02,1.8717490793956226
cabantian,2026-02-09,1.8719103142524562
cabantian,2026-02-16,1.8717490793956226
cabantian,2026-02-23,1.8719103142524562
cabantian,2026-03-02,1.871990931680873
cabantian,2026-03-09,1.8719103142524562
cabantian,2026-03-16,1.8717490793956226
cabantian,2026-03-23,1.871990931680873
cabantian,2026-03-30,1.8718296968240393
cabantian,2026-04-06,1.8717490793956226
cabantian,2026-04-13,1.871990931680873
cabantian,2026-04-20,1.8718296968240393
cabantian,2026-04-27,1.8718296968240393
cabantian,2026-05-04,1.8718296968240393
cabantian,2026-05-11,1.8722327839661232
cabantian,2026-05-18,1.871910314252456
cabantian,2026-05-25,1.871910314252456
cabantian,2026-06-01,1.871910314252456
cabantian,2026-06-08,1.8718296968240393
cabantian,2026-06-15,1.871990931680873
cabantian,2026-06-22,1.8719103142524562
cabantian,2026-06-29,1.8723134013945402
cabantian,2026-07-06,1.871990931680873
cabantian,2026-07-13,1.8718296968240393
cabantian,2026-07-20,1.8718296968240393
cabantian,2026-07-27,1.8718296968240393
cabantian,2026-08-03,1.8720715491092896
cabantian,2026-08-10,1.871910314252456
cabantian,2026-08-17,1.8720715491092896
cabantian,2026-08-24,1.871990931680873
cabantian,2026-08-31,1.871990931680873
cabantian,2026-09-07,1.871990931680873
cabantian,2026-09-14,1.8722327839661232
cabantian,2026-09-21,1.8718296968240393
cabantian,2026-09-28,1.8722327839661232
cabantian,2026-10-05,1.8718296968240393
cabantian,2026-10-12,1.8718296968240393
cabantian,2026-10-19,1.8717490793956226
cabantian,2026-10-26,1.8717490793956226
cabantian,2026-11-02,1.871990931680873
cabantian,2026-11-09,1.8719103142524562
cabantian,2026-11-16,1.8718296968240395
cabantian,2026-11-23,1.8718296968240395
cabantian,2026-11-30,1.8721521665377068
cabantian,2026-12-07,1.8719909316808732
cabantian,2026-12-14,1.8718296968240395
cabantian,2026-12-21,1.8718296968240395
cabantian,2026-12-28,1.8718933267199647
cabantian,2027-01-04,1.8718856877258432
cabantian,2027-01-11,1.871900965714086
cabantian,2027-01-18,1.8718933267199644
cabantian,2027-01-25,1.8718933267199644
cabantian,2027-02-01,1.871885687725843
cabantian,2027-02-08,1.8719009657140857
cabantian,2027-02-15,1.871885687725843
cabantian,2027-02-22,1.8719009657140857
cabantian,2027-03-01,1.8719086047082072
cabantian,2027-03-08,1.8719009657140857
cabantian,2027-03-15,1.871885687725843
cabantian,2027-03-22,1.8719086047082072
cabantian,2027-03-29,1.8718933267199644
cabantian,2027-04-05,1.871885687725843
cabantian,2027-04-12,1.8719086047082072
cabantian,2027-04-19,1.8718933267199644
cabantian,2027-04-26,1.8718933267199644
cabantian,2027-05-03,1.8718933267199644
cabantian,2027-05-10,1.8719315216905714
cabantian,2027-05-17,1.871900965714086
cabantian,2027-05-24,1.871900965714086
cabantian,2027-05-31,1.871900965714086
cabantian,2027-06-07,1.8718933267199644
cabantian,2027-06-14,1.8719086047082072
cabantian,2027-06-21,1.8719009657140857
cabantian,2027-06-28,1.8719391606846927
cabantian,2027-07-05,1.8719086047082072
cabantian,2027-07-12,1.8718933267199644
cabantian,2027-07-19,1.8718933267199644
cabantian,2027-07-26,1.8718933267199644
cabantian,2027-08-02,1.8719162437023287
cabantian,2027-08-09,1.871900965714086
cabantian,2027-08-16,1.8719162437023287
cabantian,2027-08-23,1.8719086047082072
cabantian,2027-08-30,1.8719086047082072
cabantian,2027-09-06,1.8719086047082072
cabantian,2027-09-13,1.8719315216905714
cabantian,2027-09-20,1.8718933267199644
cabantian,2027-09-27,1.8719315216905714
cabantian,2027-10-04,1.8718933267199644
cabantian,2027-10-11,1.8718933267199644
cabantian,2027-10-18,1.871885687725843
cabantian,2027-10-25,1.871885687725843
cabantian,2027-11-01,1.8719086047082072
cabantian,2027-11-08,1.8719009657140857
cabantian,2027-11-15,1.8718933267199642
cabantian,2027-11-22,1.8718933267199642
cabantian,2027-11-29,1.8719238826964497
cabantian,2027-12-06,1.871908604708207
cabantian,2027-12-13,1.8718933267199642
cabantian,2027-12-20,1.8718933267199642
cabantian,2027-12-27,1.8718993560415447
