run_id,run_kind,data_cutoff_date,train_start,train_end,test_start,test_end,test_length_weeks,forecast_horizon_weeks,disagg_weight_weeks,alpha_smooth,selected_primary_model,incoming_mode,backtest_end_date
19956bd7-9ef5-449c-bcef-a498082c348c,production,2025-07-07,2016-12-26,2025-07-07,,,0,12,52,1.0,prophet,full_refresh,2022-12-26
