week_start,yhat,yhat_lower,yhat_upper,model_name,horizon_type,run_id
2025-07-14,188.34876517945742,92.14381944210801,275.96100214333336,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-07-21,203.85705134611123,113.381840015352,298.4358957020808,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-07-28,213.66630934282333,123.85219588110775,309.9449987791484,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-08-04,212.85202016843175,123.15206965683456,302.8994345969527,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-08-11,202.43534896389292,108.93807289639248,300.0313682942032,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-08-18,188.03831244172295,99.88043935780996,286.61733742302465,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-08-25,175.48113076523444,89.57183224306038,265.8244233391019,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-09-01,167.44319320387777,78.79116472830275,264.6714330179848,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-09-08,163.25787342776144,71.9421707378431,259.57331854241363,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-09-15,160.67284143746764,70.40388096958269,270.7920589247541,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-09-22,157.4389573891601,61.12659464469709,243.90576813145947,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
2025-09-29,152.03928182125193,61.62772848174979,251.03652536427055,prophet,future,19956bd7-9ef5-449c-bcef-a498082c348c
