week_start,yhat,yhat_lower,yhat_upper,model_name,horizon_type,run_id
2025-07-14,188.34876517945742,93.90371331913963,277.64711225261715,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-07-21,203.85705134611123,118.59038215285261,294.9126319387632,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-07-28,213.66630934282333,131.53356904994402,306.4114763047786,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-08-04,212.85202016843175,124.23112044896381,302.8636491328524,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-08-11,202.43534896389292,109.17357983822653,292.43962948202176,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-08-18,188.03831244172295,103.5700339199532,282.3310622187996,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-08-25,175.48113076523444,82.72506403832338,268.56931659957974,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-09-01,167.44319320387777,71.02854171118831,257.42382024009305,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-09-08,163.25787342776144,73.13598325002057,254.80412810442473,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-09-15,160.67284143746764,68.38710255810983,254.3631199039226,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-09-22,157.4389573891601,69.61792478941894,253.23464731762806,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
2025-09-29,152.03928182125193,60.836646108588646,241.49113167322216,prophet,future,6ec3cbf1-cf64-45cc-8921-07db0e69459e
