run_id,weeks_to_sum,baseline_weeks,baseline_fallback_weeks,epsilon,model_name,n_barangays,surge_nan_count,surge_non_finite_count,baseline_formula_max_abs_diff,surge_zero_when_forecast_zero_pass_rate,surge_eligible_pct,priority_eligible_pct,top10_overlap_surge_vs_cases
6ec3cbf1-cf64-45cc-8921-07db0e69459e,4,8,26,1.0,preferred,182,0,0,0.0,1.0,0.5164835164835165,0.4010989010989011,6
