run_id,ds,method,city_yhat,sum_barangay_yhat,diff
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-07-14,prophet,188.34876517945742,188.34876517945742,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-07-21,prophet,203.85705134611123,203.85705134611123,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-07-28,prophet,213.66630934282333,213.66630934282333,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-04,prophet,212.85202016843175,212.85202016843175,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-11,prophet,202.43534896389292,202.43534896389292,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-18,prophet,188.03831244172295,188.03831244172295,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-25,prophet,175.48113076523444,175.48113076523444,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-01,prophet,167.44319320387777,167.44319320387777,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-08,prophet,163.25787342776144,163.25787342776144,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-15,prophet,160.67284143746764,160.67284143746764,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-22,prophet,157.4389573891601,157.4389573891601,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-29,prophet,152.03928182125193,152.03928182125193,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-06,prophet,144.21575030086606,144.21575030086606,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-13,prophet,135.541554941484,135.541554941484,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-20,prophet,129.1698827582163,129.1698827582163,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-27,prophet,128.04516572219447,128.04516572219447,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-03,prophet,132.47364230566293,132.47364230566293,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-10,prophet,139.15199013192478,139.15199013192478,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-17,prophet,142.94065955197792,142.94065955197792,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-24,prophet,140.3988898566962,140.3988898566962,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-01,prophet,132.46551286101146,132.46551286101146,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-08,prophet,124.14460455538583,124.14460455538583,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-15,prophet,121.22859017154208,121.22859017154208,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-22,prophet,126.28013221602824,126.28013221602824,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-29,prophet,136.74609802432894,136.74609802432894,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-05,prophet,146.6994330513542,146.6994330513542,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-12,prophet,151.08858536335555,151.08858536335555,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-19,prophet,149.30674542250568,149.30674542250568,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-26,prophet,145.17030873939026,145.17030873939026,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-02,prophet,143.24317323223744,143.24317323223744,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-09,prophet,144.6982648103757,144.6982648103757,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-16,prophet,146.48652925495207,146.48652925495207,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-23,prophet,144.54611444491422,144.54611444491422,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-02,prophet,137.84434153878175,137.84434153878175,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-09,prophet,129.2299486075484,129.2299486075484,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-16,prophet,122.4239108588019,122.4239108588019,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-23,prophet,118.54105672018686,118.54105672018686,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-30,prophet,115.87427170648294,115.87427170648294,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-06,prophet,112.86373706434563,112.86373706434563,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-13,prophet,110.51843473877767,110.51843473877767,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-20,prophet,111.3008019151676,111.3008019151676,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-27,prophet,115.82183917169078,115.82183917169078,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-04,prophet,121.51415016142114,121.51415016142114,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-11,prophet,125.26452785927637,125.26452785927637,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-18,prophet,127.19068624712752,127.19068624712752,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-25,prophet,131.02192256301822,131.02192256301822,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-01,prophet,140.19628426324115,140.19628426324115,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-08,prophet,153.81093628763176,153.81093628763176,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-15,prophet,167.09436175211334,167.09436175211334,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-22,prophet,176.21830032710102,176.21830032710102,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-29,prophet,182.346621542323,182.346621542323,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-07-06,prophet,190.40031418425298,190.40031418425298,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-07-14,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-07-21,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-07-28,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-04,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-11,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-18,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-08-25,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-01,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-08,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-15,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-22,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-09-29,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-06,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-13,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-20,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-10-27,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-03,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-10,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-17,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-11-24,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-01,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-08,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-15,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-22,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2025-12-29,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-05,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-12,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-19,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-01-26,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-02,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-09,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-16,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-02-23,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-02,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-09,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-16,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-23,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-03-30,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-06,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-13,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-20,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-04-27,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-04,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-11,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-18,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-05-25,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-01,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-08,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-15,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-22,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-06-29,arima,25.58970030317977,25.58970030317977,0.0
3f4b4961-8091-4f2d-9317-f04e914e3769,2026-07-06,arima,25.58970030317977,25.58970030317977,0.0
