model_name,model_scope,unit_key,order_label,order_p,order_d,order_q,seasonal,seasonal_period,seasonal_P,seasonal_D,seasonal_Q,run_id,run_kind
arima,city,city,"(0, 1, 1)",0,1,1,False,1,0,0,0,ecfa42d8-fc87-405e-98d0-cd031dc6794c,production
