run_id,ds,method,city_yhat,sum_barangay_yhat,diff
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-07-14,prophet,188.34876517945742,188.34876517945742,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-07-21,prophet,203.85705134611123,203.85705134611123,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-07-28,prophet,213.66630934282333,213.66630934282333,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-04,prophet,212.85202016843175,212.85202016843175,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-11,prophet,202.43534896389292,202.43534896389292,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-18,prophet,188.03831244172295,188.03831244172295,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-25,prophet,175.48113076523444,175.48113076523444,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-01,prophet,167.44319320387777,167.44319320387777,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-08,prophet,163.25787342776144,163.25787342776144,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-15,prophet,160.67284143746764,160.67284143746764,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-22,prophet,157.4389573891601,157.4389573891601,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-29,prophet,152.03928182125193,152.03928182125193,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-07-14,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-07-21,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-07-28,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-04,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-11,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-18,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-08-25,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-01,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-08,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-15,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-22,arima,25.58970030317977,25.58970030317977,0.0
21b2c126-b7ef-41d0-9399-8f12776cffcc,2025-09-29,arima,25.58970030317977,25.58970030317977,0.0
