week_start,yhat,yhat_lower,yhat_upper,model_name,horizon_type,run_id
2025-07-14,188.34876517945742,96.41500809941556,282.7654478436294,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-07-21,203.85705134611123,109.00367389306355,295.24104761754006,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-07-28,213.66630934282333,118.4407221434474,302.45888968470865,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-04,212.85202016843175,121.02494825328428,308.0135797011307,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-11,202.43534896389292,116.324627504251,296.8060872218425,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-18,188.03831244172295,91.09468194524752,282.5494340492588,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-25,175.48113076523444,86.50807811879739,268.6481166175498,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-01,167.44319320387777,75.0485981829307,261.14726186562825,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-08,163.25787342776144,66.95388975223891,256.8594428343183,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-15,160.67284143746764,66.79569557208295,251.55463393787812,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-22,157.4389573891601,68.41435320616911,250.46110159060214,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-29,152.03928182125193,62.664377506890304,247.4880224828946,prophet,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-07-14,25.58970030317977,-10.52861257222666,61.7080131785862,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-07-21,25.58970030317977,-18.547699246551243,69.72709985291078,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-07-28,25.58970030317977,-25.318919331018133,76.49831993737767,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-04,25.58970030317977,-31.289690227189713,82.46909083354926,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-11,25.58970030317977,-36.690654393571364,87.8700549999309,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-18,25.58970030317977,-41.659240916738156,92.83864152309769,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-08-25,25.58970030317977,-46.28517436973233,97.46457497609187,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-01,25.58970030317977,-50.63086859586261,101.81026920222214,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-08,25.58970030317977,-54.741816782833936,105.92121738919347,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-15,25.58970030317977,-58.65239221230418,109.83179281866371,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-22,25.58970030317977,-62.38931802184021,113.56871862819975,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
2025-09-29,25.58970030317977,-65.9738578380428,117.15325844440234,arima,future,21b2c126-b7ef-41d0-9399-8f12776cffcc
