run_id,run_started_at_utc,run_kind,backtest_end_date,incoming_mode,forecast_weeks_override
c57d2000-cc98-4dfd-9dc2-a3e5d21e1b47,2026-02-22T11:57:57.268715+00:00,production,2022-12-26,full_refresh,
c57d2000-cc98-4dfd-9dc2-a3e5d21e1b47,2026-02-22T13:58:04.268022+00:00,production,2022-12-26,full_refresh,
