run_id,run_started_at_utc,run_kind,backtest_end_date,incoming_mode,forecast_weeks_override
c78e64a2-bd3e-420f-b3bd-97660e02060b,2026-02-25T01:01:50.654780+00:00,production,2022-12-26,full_refresh,
