run_id,run_started_at_utc,run_kind,backtest_end_date,incoming_mode,forecast_weeks_override
c6a47786-9027-4f31-8377-daff13e9f05d,2026-02-25T09:06:01.259414+00:00,production,2022-12-26,full_refresh,
