run_id,view_mode,queue_type,weeks_to_sum,baseline_weeks,epsilon,ranking_formula_version,model_name,rank,barangay,actual_cases_past_W,past_8w_avg,baseline_expected_W,forecast_cases_next_W,surge_ratio,surge_eligible,rank_reason
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,143,bayabas,2.0,0.375,1.5,1.585439285402666,0.6341757141610664,False,Surge 0.63x vs baseline; forecast W: 1.59
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,144,mabuhay,2.0,0.25,1.0,1.0569595236017775,0.5284797618008887,False,Surge 0.53x vs baseline; forecast W: 1.06
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,145,barangay 25 c,0.0,0.0,0.0,0.5284797618008887,0.5284797618008887,False,Surge 0.53x vs baseline; forecast W: 0.53
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,146,barangay 30 c,0.0,0.0,0.0,0.5284797618008887,0.5284797618008887,False,Surge 0.53x vs baseline; forecast W: 0.53
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,147,magsaysay,0.0,0.0,0.0,0.5284797618008887,0.5284797618008887,False,Surge 0.53x vs baseline; forecast W: 0.53
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,148,cadalian,5.0,0.625,2.5,1.8496791663031102,0.5284797618008886,False,Surge 0.53x vs baseline; forecast W: 1.85
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,149,barangay 6 a,3.0,0.375,1.5,1.3211994045022215,0.5284797618008886,False,Surge 0.53x vs baseline; forecast W: 1.32
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,150,alambre,0.0,0.125,0.5,0.792719642701333,0.5284797618008886,False,Surge 0.53x vs baseline; forecast W: 0.79
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,151,new valencia,1.0,0.125,0.5,0.792719642701333,0.5284797618008886,False,Surge 0.53x vs baseline; forecast W: 0.79
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,152,paradise embak,0.0,0.25,1.0,0.9248395831515551,0.46241979157577756,False,Surge 0.46x vs baseline; forecast W: 0.92
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,153,barangay 14 b,0.0,0.125,0.5,0.6605997022511108,0.4403998015007405,False,Surge 0.44x vs baseline; forecast W: 0.66
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,154,barangay 26 c,0.0,0.125,0.5,0.6605997022511108,0.4403998015007405,False,Surge 0.44x vs baseline; forecast W: 0.66
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,155,tungakalan,0.0,0.125,0.5,0.6605997022511108,0.4403998015007405,False,Surge 0.44x vs baseline; forecast W: 0.66
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,156,barangay 11 b,1.0,0.375,1.5,1.0569595236017775,0.422783809440711,False,Surge 0.42x vs baseline; forecast W: 1.06
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,157,matina biao,2.0,0.5,2.0,1.1890794640519995,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 1.19
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,158,bantol,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,159,barangay 17 b,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,160,barangay 24 c,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,161,barangay 35 d,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,162,barangay 36 d,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,163,camansi,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,164,dominga,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,165,mapula,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,166,tagluno,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,167,tapak,0.0,0.0,0.0,0.3963598213506665,0.3963598213506665,False,Surge 0.40x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,168,barangay 12 b,1.0,0.25,1.0,0.6605997022511108,0.3302998511255554,False,Surge 0.33x vs baseline; forecast W: 0.66
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,169,tagurano,4.0,0.75,3.0,1.0569595236017775,0.26423988090044437,False,Surge 0.26x vs baseline; forecast W: 1.06
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,170,barangay 13 b,0.0,0.0,0.0,0.26423988090044437,0.26423988090044437,False,Surge 0.26x vs baseline; forecast W: 0.26
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,171,dalag,0.0,0.0,0.0,0.26423988090044437,0.26423988090044437,False,Surge 0.26x vs baseline; forecast W: 0.26
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,172,sibulan,0.0,0.0,0.0,0.26423988090044437,0.26423988090044437,False,Surge 0.26x vs baseline; forecast W: 0.26
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,173,barangay 40 d,4.0,0.625,2.5,0.9248395831515551,0.2642398809004443,False,Surge 0.26x vs baseline; forecast W: 0.92
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,174,kap tomas monteverde sr,2.0,0.625,2.5,0.9248395831515551,0.2642398809004443,False,Surge 0.26x vs baseline; forecast W: 0.92
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,175,fatima,0.0,0.125,0.5,0.3963598213506665,0.2642398809004443,False,Surge 0.26x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,176,lumiad,1.0,1.0,4.0,1.1890794640519995,0.2378158928103999,False,Surge 0.24x vs baseline; forecast W: 1.19
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,177,kilate,4.0,0.75,3.0,0.792719642701333,0.19817991067533325,False,Surge 0.20x vs baseline; forecast W: 0.79
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,178,colosas,0.0,0.25,1.0,0.3963598213506665,0.19817991067533325,False,Surge 0.20x vs baseline; forecast W: 0.40
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,179,paquibato,3.0,1.375,5.5,1.1890794640519995,0.1829353021618461,False,Surge 0.18x vs baseline; forecast W: 1.19
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,180,barangay 3 a,0.0,0.0,0.0,0.13211994045022218,0.13211994045022218,False,Surge 0.13x vs baseline; forecast W: 0.13
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,181,salapawan,0.0,0.0,0.0,0.13211994045022218,0.13211994045022218,False,Surge 0.13x vs baseline; forecast W: 0.13
fcc6965d-6047-40ee-b3ef-35556bc1df59,forecast,prepare_next,4,8,1.0,v1_action_priority_observed_cases__forecast_surge,preferred,182,barangay 29 c,0.0,0.125,0.5,0.13211994045022218,0.08807996030014813,False,Surge 0.09x vs baseline; forecast W: 0.13
