run_id,run_kind,data_cutoff_date,train_start,train_end,test_start,test_end,test_length_weeks,forecast_horizon_weeks,disagg_weight_weeks,disagg_scheme,alpha_smooth,selected_primary_model,ranking_formula_version,surge_baseline_weeks,surge_epsilon,surge_min_forecast_cases,incoming_mode,backtest_end_date
fcc6965d-6047-40ee-b3ef-35556bc1df59,backtest,2025-07-07,2016-12-26,2024-07-08,2024-07-15,2025-07-07,52,52,52,rolling,1.0,prophet,v2_forecastW_over_baselineW,8,1.0,2.0,full_refresh,2024-07-08
