model_name,RMSE,MAE,sMAPE,run_id
prophet,78.00220696538,66.24649275211546,0.5021616331851579,2de8a461-3769-4086-89c9-ab356d166348
arima,102.21201076377551,95.92675724910762,0.6644177210891968,2de8a461-3769-4086-89c9-ab356d166348
